"Geneid"	"Chr"	"Start"	"End"	"Strand"	"Length"	"Name"	"Gene"	"Note"	"CEC3609_1_TR_6"	"CEC3672_1_FP_24"	"CEC3672_2_FP_6"	"CEC3609_1_TR_24"	"NI_1_TR_3"	"NI_2_TR_3"	"CEC3672_1_TR_6"	"CEC3672_3_TR_24"	"CEC3609_2_FP_3"	"NI_1_TR_24"	"CEC3609_1_FP_6"	"NI_3_TR_3"	"CEC3672_2_FP_3"	"CEC3672_3_FP_24"	"CEC3609_3_FP_6"	"CEC3609_2_FP_24"	"CEC3609_1_TR_3"	"CEC3609_3_FP_24"	"CEC3609_2_TR_3"	"CEC3672_1_FP_3"	"CEC3672_2_TR_6"	"CEC3672_1_FP_6"	"CEC3672_3_FP_6"	"CEC3672_3_FP_3"	"CEC3609_3_TR_3"	"CEC3672_2_TR_24"	"CEC3609_1_FP_24"	"NI_2_TR_6"	"CEC3672_3_TR_3"	"CEC3609_2_TR_24"	"CEC3609_2_TR_6"	"NI_2_TR_24"	"CEC3609_2_FP_6"	"NI_1_TR_6"	"CEC3672_2_TR_3"	"CEC3672_1_TR_24"	"CEC3609_1_FP_3"	"CEC3672_2_FP_24"	"CEC3672_1_TR_3"	"CEC3609_3_TR_6"	"NI_3_TR_24"	"CEC3609_3_FP_3"	"CEC3609_3_TR_24"	"CEC3672_3_TR_6"
"C1_10340W_A"	"Ca22chr1A_C_albicans_SC5314"	2285484	2287037	"+"	1554	"C1_10340W_A"	NA	"%28orf19.4905%29%20Putative%20MFS%20transporter%3B%20Hap43p-induced%20gene%3B%20also%20regulated%20by%20regulated%20by%20Sef1p%20and%20Sfu1p%3B%20repressed%20in%20a%20ssr1%20null%20mutant"	191	435	230	263	0	0	220	696	149	0	263	0	262	412	265	243	192	220	207	223	194	289	279	217	215	1038	188	0	244	282	225	0	277	0	258	623	170	372	204	172	0	149	261	189
"C1_10350C_A"	"Ca22chr1A_C_albicans_SC5314"	2287135	2289441	"-"	2307	"C1_10350C_A"	NA	"%28orf19.4906%29%20Putative%20adhesin-like%20protein%3B%20positively%20regulated%20by%20Tbf1%3B%20Spider%20biofilm%20induced"	1221	2027	2106	1726	0	0	1425	2493	995	0	1253	0	1656	2100	1357	1505	1490	1805	1568	1668	1411	1932	2009	1774	1400	3933	1997	0	1696	1848	1245	0	1505	0	1827	2152	1296	2328	1593	1213	0	1159	1681	1806
"C1_10360C_A"	"Ca22chr1A_C_albicans_SC5314"	2292855	2294669	"-"	1815	"C1_10360C_A"	NA	"%28orf19.4907%29%20Putative%20protein%20of%20unknown%20function%3B%20Hap43p-repressed%20gene%3B%20increased%20transcription%20is%20observed%20upon%20fluphenazine%20treatment%3B%20possibly%20transcriptionally%20regulated%20by%20Tac1p%3B%20induced%20by%20nitric%20oxide%3B%20fungal-specific%20%28no%20human%2Fmurine%20homolog"	1881	1382	2027	1121	0	0	1378	1340	792	0	3692	0	1965	1313	3769	1667	819	1344	768	1837	1386	2368	2153	2036	746	1825	1620	0	1677	1503	2040	0	3645	0	1810	1115	887	1449	1517	2073	0	972	1371	1343
"C1_10370W_A"	"Ca22chr1A_C_albicans_SC5314"	2295437	2295772	"+"	336	"C1_10370W_A"	NA	"%28orf19.4908%29%20Dubious%20open%20reading%20frame"	7	1	9	6	0	0	4	1	3	0	11	0	3	4	6	7	5	6	4	7	1	6	11	4	2	11	8	0	7	4	4	0	5	0	6	0	2	2	2	3	0	3	8	4
"C1_10380C_A"	"Ca22chr1A_C_albicans_SC5314"	2296797	2298995	"-"	2199	"C1_10380C_A"	"CBK1"	"%28orf19.4909%29%20Ser%2FThr%20kinase%20of%20cell%20wall%20integrity%20pathway%3B%20mutants%20show%20abnormal%20morphology%20and%20aggregation%3B%20Mob2p%20associated%3B%20required%20for%20wild-type%20hyphal%20growth%20and%20transcriptional%20regulation%20of%20cell-wall-associated%20genes"	1431	1471	1556	1257	0	0	1771	1467	1280	0	1701	0	1471	1298	1711	1064	1631	1143	1544	1423	1981	1813	1696	1496	1551	2128	1221	0	1400	1262	1451	0	1801	1	1523	1189	1380	1357	1350	1580	0	1436	1242	2149
"C1_10390C_A"	"Ca22chr1A_C_albicans_SC5314"	2299892	2300570	"-"	679	"C1_10390C_A"	"RPL42"	"%28orf19.4909.1%29%20Putative%2060S%20ribosomal%20subunit%20protein%3B%20colony%20morphology-related%20gene%20regulation%20by%20Ssn6%3B%20Spider%20biofilm%20repressed"	5284	5945	6587	4720	0	0	7024	6764	10008	0	4513	0	6457	6089	4328	4124	8513	3889	8177	6082	7534	6508	7338	5320	7289	11134	3415	0	6407	4743	4839	0	5274	0	6073	6759	10570	5763	5474	5298	0	10566	4789	6560
"C1_10400C_A"	"Ca22chr1A_C_albicans_SC5314"	2301144	2301896	"-"	753	"C1_10400C_A"	"FGR41"	"%28orf19.4910%29%20Putative%20GPI-anchored%20adhesin-like%20protein%3B%20transposon%20mutation%20affects%20filamentous%20growth%3B%20Spider%20biofilm%20repressed"	513	71	317	133	0	0	125	260	1082	0	693	0	882	70	659	114	1956	203	1959	762	120	331	339	795	1623	483	149	0	349	142	508	0	743	0	404	262	1125	88	337	527	0	1216	133	106
"C1_10410W_A"	"Ca22chr1A_C_albicans_SC5314"	2304069	2305031	"+"	963	"C1_10410W_A"	NA	"%28orf19.4911%29%20BED%20zinc%20finger%20protein%3B%20predicted%20DNA%20binding%20protein%3B%20Spider%20biofilm%20repressed"	115	175	153	101	0	0	116	195	98	0	170	0	121	192	193	95	150	98	141	97	128	150	147	101	86	330	96	0	79	99	126	0	192	0	83	174	101	194	64	124	0	106	93	121
"C1_10420C_A"	"Ca22chr1A_C_albicans_SC5314"	2305152	2307086	"-"	1935	"C1_10420C_A"	NA	"%28orf19.4912%29%20Ortholog%28s%29%20have%20ubiquitin%20protein%20ligase%20binding%20activity%2C%20role%20in%20positive%20regulation%20of%20receptor%20internalization%2C%20protein%20ubiquitination%2C%20ubiquitin-dependent%20endocytosis%20and%20Golgi%20apparatus%2C%20cytosol%2C%20plasma%20membrane%20localization"	817	1115	933	901	0	0	1038	1114	397	0	960	0	851	987	950	872	661	992	568	804	1047	973	833	771	619	1662	1012	0	935	923	950	0	997	0	930	915	520	1129	865	855	0	529	774	1089
"C1_10430W_A"	"Ca22chr1A_C_albicans_SC5314"	2308995	2310503	"+"	1509	"C1_10430W_A"	"PHO8"	"%28orf19.984%29%20Putative%20repressible%20vacuolar%20alkaline%20phosphatase%3B%20Rim101-induced%20transcript%3B%20regulated%20by%20Tsa1%2C%20Tsa1B%20in%20minimal%20media%20at%2037%20deg%3B%20possibly%20adherence-induced"	44	437	174	844	0	0	68	1934	29	0	48	0	380	447	66	137	30	128	26	395	67	160	212	279	38	2482	107	0	133	320	39	0	86	0	159	1375	54	431	125	34	0	38	768	90
"C1_10440W_A"	"Ca22chr1A_C_albicans_SC5314"	2311138	2313651	"+"	2514	"C1_10440W_A"	NA	"%28orf19.985%29%20Ortholog%20of%20S.%20cerevisiae%20%3A%20YEL043W%2C%20C.%20glabrata%20CBS138%20%3A%20CAGL0L01221g%2C%20C.%20dubliniensis%20CD36%20%3A%20Cd36_09830%2C%20C.%20parapsilosis%20CDC317%20%3A%20CPAR2_804210%20and%20Candida%20tenuis%20NRRL%20Y-1498%20%3A%20cten_CGOB_00007"	1298	1368	1376	850	0	0	1416	1293	818	0	1305	0	1089	1221	1408	931	933	1155	940	1071	1434	1371	1287	1068	922	1900	1162	0	1105	1007	1238	0	1535	0	1101	931	915	1346	1092	1369	0	930	730	1571
"C1_10450W_A"	"Ca22chr1A_C_albicans_SC5314"	2315103	2316224	"+"	1122	"C1_10450W_A"	"GLY1"	"%28orf19.986%29%20L-threonine%20aldolase%3B%20complements%20glycine%20auxotrophy%20of%20S.%20cerevisiae%20shm1%20shm2%20gly1-1%20triple%20mutant%3B%20macrophage%2Fpseudohyphal-induced%3B%20the%20GLY1%20locus%20has%20an%20RFLP%20and%20is%20triploid%20in%20strain%20SGY269%3B%20flow%20model%20biofilm%20induced"	7481	4216	6639	2481	0	0	7133	4811	4754	0	5725	0	4677	3878	5834	2492	6387	2925	5920	4606	8165	6585	6312	4377	5547	7993	3115	0	5697	3318	7655	0	6792	0	5602	4223	5179	4134	5279	8092	0	5181	2250	7125
"C1_10460W_A"	"Ca22chr1A_C_albicans_SC5314"	2316584	2317816	"+"	1233	"C1_10460W_A"	NA	"%28orf19.988%29%20Protein%20of%20unknown%20function%3B%20oral%20infection%20upregulated%20gene%3B%20upregulated%20in%20strains%20from%20HIV%2B%20patients%20with%20oral%20candidiasis%3B%20mutants%20have%20reduced%20ability%20to%20damage%20oral%20epithelial%20cells%3B%20transcript%20possibly%20regulated%20upon%20hyphal%20formation"	415	531	372	632	0	0	418	616	348	0	550	0	472	512	505	454	392	533	352	431	401	414	411	414	396	939	553	0	433	581	470	0	488	0	450	549	350	540	385	457	0	345	613	399
"C1_10470W_A"	"Ca22chr1A_C_albicans_SC5314"	2318202	2319212	"+"	1011	"C1_10470W_A"	NA	"%28orf19.989%29%20Mitochondrial%20ribosomal%20protein%20of%20the%20small%20subunit%3B%20Spider%20biofilm%20repressed"	1850	1588	1813	1780	0	0	1840	1754	1540	0	2097	0	1958	1455	1990	1587	1751	1642	1643	1932	1902	1851	1869	1773	1651	2755	1671	0	1793	1789	1965	0	2033	0	1834	1588	1780	1436	1582	1838	0	1831	1736	1881
"C1_10480W_A"	"Ca22chr1A_C_albicans_SC5314"	2319689	2321215	"+"	1527	"C1_10480W_A"	"DJP1"	"%28orf19.991%29%20Similar%20to%20bacterial%20DnaJ%3B%20reported%20to%20have%20a%20role%20in%20peroxisome%20biogenesis%3B%20induced%20in%20low%20iron%20and%20upon%20adherence%20to%20polystyrene"	1073	1227	872	1145	0	0	1116	1139	1017	0	1270	0	816	1089	1158	957	1115	1068	1031	848	1087	988	962	839	931	1868	1063	0	918	1114	1111	0	1105	0	882	1106	1065	1043	821	1154	0	1085	1215	1079
"C1_10490W_A"	"Ca22chr1A_C_albicans_SC5314"	2321499	2323370	"+"	1872	"C1_10490W_A"	"LKH1"	"%28orf19.992%29%20Putative%20leukotriene%20A%284%29%20hydrolase%3B%20repressed%20during%20the%20mating%20process%3B%20Hog1p-induced"	1885	1614	2045	1225	0	0	2191	1967	1595	0	2227	0	2267	1549	2095	1093	2071	1206	2021	2284	2122	2285	2118	2186	1887	2962	1127	0	2380	1158	2005	0	2241	0	2305	1689	1808	1500	2058	1984	0	1860	1171	2135
"C1_10500W_A"	"Ca22chr1A_C_albicans_SC5314"	2323932	2324456	"+"	525	"C1_10500W_A"	NA	"%28orf19.993%29%20Protein%20of%20unknown%20function%3B%20rat%20catheter%20biofilm%20repressed"	258	446	456	249	0	0	452	455	396	0	441	0	707	375	408	240	455	280	444	576	440	452	405	703	399	607	248	0	795	246	322	0	412	0	805	396	451	371	707	355	0	429	253	380
"C1_10510W_A"	"Ca22chr1A_C_albicans_SC5314"	2325501	2326049	"+"	549	"C1_10510W_A"	NA	"%28orf19.994%29%20Protein%20of%20unknown%20function%3B%20induced%20by%20Mnl1%20under%20weak%20acid%20stress%3B%20flow%20model%20biofilm%20repressed"	244	286	316	202	0	0	338	337	182	0	325	0	386	254	330	198	248	241	214	385	383	361	345	415	285	493	200	0	406	194	286	0	310	0	410	271	205	265	351	231	0	218	210	294
"C1_10520W_A"	"Ca22chr1A_C_albicans_SC5314"	2327281	2329134	"+"	1854	"C1_10520W_A"	NA	"%28orf19.996%29%20Protein%20with%20a%20predicted%20leucine-rich%20repeat%20domain%3B%20possibly%20an%20essential%20gene%2C%20disruptants%20not%20obtained%20by%20UAU1%20method"	153	316	310	179	0	0	265	357	124	0	213	0	338	279	236	150	132	166	129	354	289	290	298	272	153	526	139	0	318	165	176	0	220	0	299	335	157	272	253	192	0	146	164	279
"C1_10530W_A"	"Ca22chr1A_C_albicans_SC5314"	2330114	2330713	"+"	600	"C1_10530W_A"	"SNL1"	"%28orf19.997%29%20Ribosome-associated%20protein%20predicted%20to%20function%20in%20protein%20synthesis%3B%201%20predicted%20transmembrane%20domain%3B%20rat%20catheter%20biofilm%20repressed"	389	684	530	641	0	0	511	812	706	0	521	0	587	643	562	624	713	457	687	563	466	476	571	506	624	1298	465	0	564	619	398	0	542	0	461	840	717	607	490	442	0	735	720	390
"C1_10540C_A"	"Ca22chr1A_C_albicans_SC5314"	2330849	2332411	"-"	1563	"C1_10540C_A"	NA	"%28orf19.998%29%20Putative%20adapter%20protein%3B%20links%20synaptojanins%20Inp52%20and%20Inp53%20to%20the%20cortical%20actin%20cytoskeleton%20in%20S.%20cerevisiae%3B%20mutants%20are%20viable"	276	494	381	351	0	0	464	534	323	0	400	0	457	480	357	250	367	377	394	454	452	394	415	432	378	828	350	0	544	302	267	0	341	0	408	513	420	463	330	358	0	390	337	474
"C1_10550C_A"	"Ca22chr1A_C_albicans_SC5314"	2332801	2335641	"-"	2841	"C1_10550C_A"	"GCA2"	"%28orf19.999%29%20Predicted%20extracellular%20glucoamylase%3B%20induced%20by%20ketoconazole%3B%20possibly%20essential%2C%20disruptants%20not%20obtained%20by%20UAU1%20method%3B%20promotes%20biofilm%20matrix%20formation%3B%20Spider%20biofilm%20induced%3B%20Bcr1-induced%20in%20RPMI%20a%2Fa%20biofilms"	743	348	1076	346	0	0	849	400	146	0	1401	0	2672	291	1456	300	559	272	646	2327	900	1207	1049	2859	634	628	266	0	2130	366	990	0	1269	0	2293	339	177	288	2036	766	0	170	347	743
"C1_10560C_A"	"Ca22chr1A_C_albicans_SC5314"	2337547	2339439	"-"	1893	"C1_10560C_A"	NA	"%28orf19.1002%29%20Protein%20of%20unknown%20function%3B%20Hap43-repressed%20gene"	72	223	204	208	0	0	222	312	115	0	116	0	248	214	131	101	122	116	97	249	180	212	214	259	121	456	114	0	203	177	67	0	96	0	227	245	116	197	194	78	0	130	160	213
"C1_10570C_A"	"Ca22chr1A_C_albicans_SC5314"	2340437	2342245	"-"	1809	"C1_10570C_A"	NA	"%28orf19.1005%29%20Protein%20with%20predicted%20RNI-like%20domains%3B%20rat%20catheter%20biofilm%20induced"	30	37	75	27	0	0	69	68	13	0	39	0	50	54	31	26	19	31	12	62	66	59	75	36	12	76	29	0	63	41	27	0	33	0	73	57	12	27	49	48	0	22	30	68
"C1_10580C_A"	"Ca22chr1A_C_albicans_SC5314"	2344169	2344501	"-"	333	"C1_10580C_A"	NA	"%28orf19.1830%29%20Protein%20of%20unknown%20function%3B%20Hap43-induced%3B%20rat%20catheter%20and%20Spider%20biofilm%20induced"	1341	1440	964	867	0	0	1414	978	442	0	664	0	1011	1250	713	1393	683	1382	666	1002	1342	970	1020	932	598	1561	1517	0	1486	1105	1121	0	928	0	1371	952	495	1387	1129	1323	0	507	761	1566
"C1_10590W_A"	"Ca22chr1A_C_albicans_SC5314"	2346741	2346828	"+"	88	"C1_10590W_A"	NA	"%28snR62%29%20C%2FD%20box%20small%20nucleolar%20RNA%20%28snoRNA%29"	79	66	51	55	0	0	84	38	59	0	67	0	42	63	51	75	66	55	53	46	58	75	51	41	48	118	86	0	65	70	72	0	45	0	69	60	59	48	66	83	0	52	68	86
"C1_10600C_A"	"Ca22chr1A_C_albicans_SC5314"	2348535	2348957	"-"	423	"C1_10600C_A"	NA	"%28orf19.1831%29%20Dubious%20open%20reading%20frame"	2	1	0	3	0	0	1	0	0	0	2	0	0	2	0	2	2	1	0	0	2	0	3	0	0	3	2	0	0	1	1	0	1	0	4	0	0	0	2	1	0	0	2	4
"C1_10610W_A"	"Ca22chr1A_C_albicans_SC5314"	2349806	2351599	"+"	1794	"C1_10610W_A"	"FCY23"	"%28orf19.1832%29%20Putative%20transporter%3B%20Gcn4p-regulated%3B%20more%20similar%20to%20S.%20cerevisiae%20Tpn1p%2C%20which%20is%20a%20vitamin%20B6%20transporter%2C%20than%20to%20purine-cytosine%20permeases"	1430	1699	1232	668	0	0	1719	1397	577	0	931	0	805	1560	1075	921	758	1303	691	916	1747	1177	1204	731	678	2324	1184	0	840	756	1626	0	992	0	1115	1221	686	1649	940	1489	0	714	521	1809
"C1_10620W_A"	"Ca22chr1A_C_albicans_SC5314"	2352465	2353904	"+"	1440	"C1_10620W_A"	NA	"%28orf19.1833%29%20Ortholog%28s%29%20have%20pseudouridine%20synthase%20activity"	4638	5875	4784	4951	0	0	5476	7028	6934	0	3372	0	4734	5434	3414	4643	7878	5523	7143	4788	5676	4985	5339	3848	6542	10488	5142	0	3703	5062	4843	0	4123	0	4575	6100	7667	5535	4318	4947	0	7535	4693	6312
"C1_10630C_A"	"Ca22chr1A_C_albicans_SC5314"	2354068	2356800	"-"	2733	"C1_10630C_A"	NA	"%28orf19.1834%29%20Has%20domain%28s%29%20with%20predicted%20role%20in%20mitotic%20sister%20chromatid%20cohesion"	118	202	327	114	0	0	228	238	146	0	201	0	316	171	195	73	188	88	141	274	183	301	351	293	193	334	106	0	200	74	117	0	211	0	224	196	173	166	203	124	0	207	89	293
"C1_10640C_A"	"Ca22chr1A_C_albicans_SC5314"	2357212	2359116	"-"	1905	"C1_10640C_A"	"PEA2"	"%28orf19.1835%29%20Putative%20coiled-coil%20polarisome%3B%20predicted%20role%20in%20polarized%20morphogenesis%2C%20cell%20fusion%2C%20and%20low%20affinity%20Ca2%2B%20influx%3B%20rat%20catheter%20biofilm%20induced"	1304	1210	1491	870	0	0	1631	1142	665	0	1348	0	1306	1090	1322	912	765	886	738	1292	1631	1499	1429	1275	765	1848	950	0	1228	933	1317	0	1514	0	1328	950	648	1187	1148	1360	0	804	822	1690
"C1_10650W_A"	"Ca22chr1A_C_albicans_SC5314"	2360939	2362294	"+"	1356	"C1_10650W_A"	"APN2"	"%28orf19.1836%29%20Putative%20class%20II%20abasic%20%28AP%29%20endonuclease%3B%20flucytosine%20induced"	159	234	358	212	0	0	357	313	223	0	228	0	369	216	188	144	249	166	195	409	351	335	400	306	169	478	171	0	275	197	158	0	269	0	335	302	245	218	294	182	0	268	193	361
"C1_10660W_A"	"Ca22chr1A_C_albicans_SC5314"	2362524	2363240	"+"	717	"C1_10660W_A"	"TBP1"	"%28orf19.1837%29%20Transcription%20initiation%20factor%3B%20binds%20TATA%20box%20sequence%2C%20binding%20does%20not%20require%20TFIIA%3B%20caspofungin%20repressed%3B%20functional%20homolog%20of%20S.%20cerevisiae%20and%20human%20TATA-binding%20proteins%3B%20Spider%20biofilm%20induced"	1443	1452	1328	1973	0	0	1296	1503	1004	0	1737	0	1087	1385	1499	2056	1164	1819	1161	1098	1341	1415	1387	1060	891	2271	2015	0	1177	1941	1413	0	1636	0	1364	1393	1069	1384	1123	1507	0	1096	1841	1235
"C1_10670C_A"	"Ca22chr1A_C_albicans_SC5314"	2364210	2369207	"-"	4998	"C1_10670C_A"	"RPA190"	"%28orf19.1839%29%20Putative%20RNA%20polymerase%20I%20subunit%20A190%3B%20Hap43p-induced%20gene%3B%20flucytosine%20induced"	2339	3110	2492	2902	0	0	2593	3990	4061	0	1650	0	2558	2893	1601	2409	4824	2668	4579	2484	2573	2499	2730	2045	3970	5669	2439	0	1974	2985	2500	0	2186	0	2296	3196	4614	2670	2172	2508	0	4379	2784	2897
"C1_10680C_A"	"Ca22chr1A_C_albicans_SC5314"	2369620	2373397	"-"	3778	"C1_10680C_A"	NA	"%28orf19.1840%29%20Predicted%20lipid-binding%20ER%20protein%3B%20involved%20in%20ER-plasma%20membrane%20tethering%3B%20Spider%20biofilm%20induced"	1839	2130	4072	2083	0	0	4734	2970	3137	0	2754	0	5042	1903	2614	1194	4485	1308	4223	5117	4627	4337	4062	4947	4642	4306	1231	0	6129	1807	2148	0	2545	0	6060	2653	3580	1968	5266	1878	0	3521	2030	4588
"C1_10690W_A"	"Ca22chr1A_C_albicans_SC5314"	2373907	2374881	"+"	975	"C1_10690W_A"	NA	"%28orf19.2352%29%20Ortholog%28s%29%20have%20mitochondrion%20localization"	479	554	706	367	0	0	697	553	519	0	531	0	618	462	518	324	707	364	649	643	783	624	714	597	577	869	363	0	797	353	520	0	479	0	705	494	550	475	565	522	0	603	360	746
"C1_10700C_A"	"Ca22chr1A_C_albicans_SC5314"	2374926	2375831	"-"	906	"C1_10700C_A"	"NIT3"	"%28orf19.2351%29%20Putative%20nitrilase%3B%20regulated%20by%20Gcn2p%20and%20Gcn4p%3B%20protein%20present%20in%20exponential%20and%20stationary%20growth%20phase%20yeast%20cultures"	337	481	655	379	0	0	673	657	294	0	500	0	788	463	519	243	448	288	391	721	732	651	656	769	421	1054	241	0	806	272	360	0	409	0	860	644	368	481	727	341	0	348	334	621
"C1_10710C_A"	"Ca22chr1A_C_albicans_SC5314"	2376074	2377636	"-"	1563	"C1_10710C_A"	NA	"%28orf19.2350%29%20Protein%20similar%20to%20S.%20cerevisiae%20Yor378w%3B%20MFS%20family%20transporter%3B%20transposon%20mutation%20affects%20filamentous%20growth%3B%20null%20mutants%20are%20viable%3B%20fungal-specific%20%28no%20human%20or%20murine%20homolog%29"	81	68	134	47	0	0	193	84	134	0	99	0	102	71	109	63	212	54	210	86	202	126	126	77	193	120	68	0	85	44	124	0	106	0	96	83	193	63	57	126	0	162	47	197
"C1_10720C_A"	"Ca22chr1A_C_albicans_SC5314"	2378686	2380479	"-"	1794	"C1_10720C_A"	"MNN2"	"%28orf19.2347%29%20Alpha-1%2C2-mannosyltransferase%3B%20similar%20to%20S.%20cerevisiae%20Mnn2%3B%20role%20in%20cell%20wall%20integrity%2C%20temperature%20sensitivity%3B%20iron%20utilization%20in%20low%20iron%3B%20Tn%20mutation%20affects%20filamentous%20growth%3B%20filament%20induced%3B%20increased%20chitin%20exposes%20beta-glucan"	818	925	1180	929	0	0	1096	1220	978	0	757	0	1512	875	811	660	1156	848	1141	1492	1169	1229	1289	1263	1168	1862	714	0	1345	815	845	0	855	0	1360	1038	1124	819	1186	845	0	1101	860	1187
"C1_10730W_A"	"Ca22chr1A_C_albicans_SC5314"	2381413	2383287	"+"	1875	"C1_10730W_A"	NA	"%28orf19.2346%29%20Putative%20protein%20of%20unknown%20function%2C%20transcription%20is%20positively%20regulated%20by%20Tbf1p"	520	789	1036	590	0	0	916	1066	381	0	644	0	852	685	574	422	497	553	432	915	972	894	951	860	452	1570	365	0	877	489	583	0	546	0	894	940	447	614	738	562	0	392	604	843
"C1_10740C_A"	"Ca22chr1A_C_albicans_SC5314"	2383419	2384576	"-"	1158	"C1_10740C_A"	"ASR1"	"%28orf19.2344%29%20Heat%20shock%20protein%3B%20transcript%20regulated%20by%20cAMP%2C%20osmotic%20stress%2C%20ciclopirox%20olamine%2C%20ketoconazole%3B%20repressed%20by%20Cyr1%2C%20Ras1%3B%20colony%20morphology-related%20regulated%20by%20Ssn6%3B%20stationary%20phase%20enriched%3B%20Hap43-induced%3B%20Spider%20biofilm%20induced"	438	246	676	918	0	0	420	620	64	0	923	0	825	279	912	267	167	235	166	706	488	643	569	942	179	1477	235	0	515	550	560	0	755	0	632	1052	96	268	538	471	0	102	919	336
"C1_10750C_A"	"Ca22chr1A_C_albicans_SC5314"	2386240	2386703	"-"	464	"C1_10750C_A"	NA	"%28orf19.2343.1%29%20Putative%20vacuolar%20H%2B%20ATPase%20subunit%20e%20of%20the%20V-ATPase%20V0%20subcomplex%3B%20added%20to%20Assembly%2021%20based%20on%20comparative%20genome%20analysis"	311	429	378	434	0	0	445	510	348	0	338	0	385	469	318	436	439	414	408	384	464	388	414	405	393	966	363	0	450	449	320	0	336	0	445	595	388	421	373	341	0	456	489	379
"C1_10760W_A"	"Ca22chr1A_C_albicans_SC5314"	2386721	2388169	"+"	1449	"C1_10760W_A"	"VPS23"	"%28orf19.2343%29%20ESCRT%20I%20protein%20sorting%20complex%20protein%3B%20involved%20in%20proteolytic%20activation%20of%20Rim101%2C%20which%20regulates%20pH%20response%3B%20ortholog%20of%20S.%20cerevisiae%20Stp22%2FVps23"	200	379	328	249	0	0	353	373	212	0	268	0	343	382	217	225	273	260	301	306	398	311	315	302	263	569	270	0	316	231	224	0	283	0	332	354	264	357	269	245	0	246	225	386
"C1_10770W_A"	"Ca22chr1A_C_albicans_SC5314"	2388397	2389050	"+"	654	"C1_10770W_A"	"SFT2"	"%28orf19.2342%29%20Putative%20membrane%20protein%3B%20transcript%20regulated%20by%20Mig1%3B%20Spider%20biofilm%20induced"	571	680	483	505	0	0	614	608	211	0	712	0	370	677	627	568	346	555	303	344	618	518	415	345	291	978	559	0	439	516	591	0	585	0	480	612	258	646	413	679	0	234	522	588
"C1_10780C_A"	"Ca22chr1A_C_albicans_SC5314"	2389133	2389591	"-"	459	"C1_10780C_A"	"HNT1"	"%28orf19.2341%29%20Protein%20with%20similarity%20to%20protein%20kinase%20C%20inhibitor-I%3B%20protein%20level%20decreases%20in%20stationary%20phase%20cultures"	1378	1438	1546	976	0	0	1650	1543	611	0	2174	0	1710	1347	1952	1067	760	1073	653	1654	1762	1892	1727	1804	682	2477	888	0	1766	948	1364	0	1921	0	1644	1522	652	1202	1590	1499	0	692	1049	1435
"C1_10790W_A"	"Ca22chr1A_C_albicans_SC5314"	2390629	2393109	"+"	2481	"C1_10790W_A"	"CDC48"	"%28orf19.2340%29%20Putative%20microsomal%20ATPase%3B%20plasma%20membrane-localized%3B%20regulated%20by%20Gcn2%20and%20Gcn4%3B%20induced%20by%20amino%20acid%20starvation%20%283-AT%29%3B%20macrophage%2Fpseudohyphal-repressed%3B%20protein%20levels%20decrease%20in%20stationary%20phase%20yeast%3B%20Spider%20biofilm%20repressed"	2708	3770	4705	4720	0	0	4777	5447	5126	0	4289	0	5737	3552	4179	2750	6997	2833	6307	5416	4829	5069	4481	5639	6555	8474	2499	0	4581	3988	3201	0	3640	0	4948	4829	6190	3531	4351	2693	0	5730	4690	4328
"C1_10800C_A"	"Ca22chr1A_C_albicans_SC5314"	2393472	2395103	"-"	1632	"C1_10800C_A"	"ALP1"	"%28orf19.2337%29%20Cystine%20transporter%3B%20present%20in%20pathogenic%20yeasts%20%28no%20human%20or%20murine%20homolog%29%3B%20Spider%20biofilm%20induced"	909	1635	1958	925	0	0	1317	729	2092	0	1467	0	1740	1659	1372	1274	3097	1434	2737	1864	1378	1939	1975	1628	2417	1380	1380	0	1216	806	1157	0	1343	0	1434	732	2330	1567	1318	994	0	2234	814	1354
"C1_10810W_A"	"Ca22chr1A_C_albicans_SC5314"	2396156	2396764	"+"	609	"C1_10810W_A"	NA	"%28orf19.2336%29%20Pry%20family%20pathogenesis-related%20protein%3B%20predicted%20to%20be%20extracellular"	1	1	0	7	0	0	2	3	5	0	1	0	1	0	1	9	1	6	0	1	0	2	4	1	1	0	5	0	1	4	6	0	3	0	0	0	0	1	0	2	0	5	4	0
"C1_10820C_A"	"Ca22chr1A_C_albicans_SC5314"	2396747	2398237	"-"	1491	"C1_10820C_A"	NA	"%28orf19.2335%29%20Putative%20aspartyl%20aminopeptidase%3B%20stationary%20phase%20enriched%20protein%3B%20mutation%20confers%20hypersensitivity%20to%205-fluorouracil%20%285-FU%29%3B%20Hog1-induced%3B%20planktonic%20growth-induced%3B%20rat%20catheter%20and%20Spider%20biofilm%20repressed"	572	853	845	592	0	0	770	940	850	0	763	0	977	742	800	545	858	520	766	965	774	924	890	940	781	1388	511	0	832	560	583	0	727	0	751	825	946	741	718	562	0	983	538	809
