Geneid	Chr	Start	End	Strand	Length	Name	Gene	Note	/vol_c/Kontxi_RNAseq/align_candida/bamfiles/A1.bam	/vol_c/Kontxi_RNAseq/align_candida/bamfiles/A2.bam	/vol_c/Kontxi_RNAseq/align_candida/bamfiles/A3.bam	/vol_c/Kontxi_RNAseq/align_candida/bamfiles/A4.bam	/vol_c/Kontxi_RNAseq/align_candida/bamfiles/A5.bam	/vol_c/Kontxi_RNAseq/align_candida/bamfiles/A6.bam	/vol_c/Kontxi_RNAseq/align_candida/bamfiles/A7.bam	/vol_c/Kontxi_RNAseq/align_candida/bamfiles/A8.bam	/vol_c/Kontxi_RNAseq/align_candida/bamfiles/A9.bam	/vol_c/Kontxi_RNAseq/align_candida/bamfiles/A10.bam	/vol_c/Kontxi_RNAseq/align_candida/bamfiles/A11.bam	/vol_c/Kontxi_RNAseq/align_candida/bamfiles/A12.bam	/vol_c/Kontxi_RNAseq/align_candida/bamfiles/B1.bam	/vol_c/Kontxi_RNAseq/align_candida/bamfiles/B2.bam	/vol_c/Kontxi_RNAseq/align_candida/bamfiles/B3.bam	/vol_c/Kontxi_RNAseq/align_candida/bamfiles/B4.bam	/vol_c/Kontxi_RNAseq/align_candida/bamfiles/B5.bam	/vol_c/Kontxi_RNAseq/align_candida/bamfiles/A6.bam	/vol_c/Kontxi_RNAseq/align_candida/bamfiles/B7.bam	/vol_c/Kontxi_RNAseq/align_candida/bamfiles/B8.bam	/vol_c/Kontxi_RNAseq/align_candida/bamfiles/B9.bam	/vol_c/Kontxi_RNAseq/align_candida/bamfiles/B10.bam	/vol_c/Kontxi_RNAseq/align_candida/bamfiles/B11.bam	/vol_c/Kontxi_RNAseq/align_candida/bamfiles/B12.bam	/vol_c/Kontxi_RNAseq/align_candida/bamfiles/C1.bam	/vol_c/Kontxi_RNAseq/align_candida/bamfiles/C2.bam	/vol_c/Kontxi_RNAseq/align_candida/bamfiles/C3.bam	/vol_c/Kontxi_RNAseq/align_candida/bamfiles/C4.bam	/vol_c/Kontxi_RNAseq/align_candida/bamfiles/C5.bam	/vol_c/Kontxi_RNAseq/align_candida/bamfiles/C6.bam	/vol_c/Kontxi_RNAseq/align_candida/bamfiles/C7.bam	/vol_c/Kontxi_RNAseq/align_candida/bamfiles/C8.bam	/vol_c/Kontxi_RNAseq/align_candida/bamfiles/C9.bam	/vol_c/Kontxi_RNAseq/align_candida/bamfiles/C10.bam	/vol_c/Kontxi_RNAseq/align_candida/bamfiles/C11.bam	/vol_c/Kontxi_RNAseq/align_candida/bamfiles/C12.bam	/vol_c/Kontxi_RNAseq/align_candida/bamfiles/D1.bam	/vol_c/Kontxi_RNAseq/align_candida/bamfiles/D2.bam	/vol_c/Kontxi_RNAseq/align_candida/bamfiles/D3.bam	/vol_c/Kontxi_RNAseq/align_candida/bamfiles/D4.bam	/vol_c/Kontxi_RNAseq/align_candida/bamfiles/D5.bam	/vol_c/Kontxi_RNAseq/align_candida/bamfiles/D6.bam	/vol_c/Kontxi_RNAseq/align_candida/bamfiles/D7.bam	/vol_c/Kontxi_RNAseq/align_candida/bamfiles/D8.bam	/vol_c/Kontxi_RNAseq/align_candida/bamfiles/D9.bam
C1_05810W_A	Ca22chr1A_C_albicans_SC5314	1211852	1212328	+	477	C1_05810W_A	GIM5	%28orf19.2471%29%20Putative%20heterohexameric%20cochaperone%20prefoldin%20complex%20subunit%3B%20macrophage%2Fpseudohyphal-repressed%20gene%20and%20macrophage-induced%20protein	0	0	0	730	677	604	573	683	717	670	628	715	621	614	544	0	0	604	471	467	503	668	689	623	492	562	539	670	604	646	0	0	0	440	469	468	592	1111	650	526	539	537	583	541	481
C1_05820C_A	Ca22chr1A_C_albicans_SC5314	1212362	1213378	-	1017	C1_05820C_A	RAD10	%28orf19.2469%29%20Ortholog%20of%20S.%20cerevisiae%20Rad10%2C%20an%20endonuclease%20involved%20in%20nucleotide%20excision%20repair%3B%20mutant%20is%20extremely%20sensitive%20to%20UV%20irradiation%3B%20transcript%20repressed%20in%20alkaline%20conditions	0	0	0	310	323	270	326	402	400	188	165	184	367	392	410	0	0	270	156	188	176	372	376	315	276	230	258	362	373	383	0	0	0	182	142	156	310	589	324	180	153	189	245	244	223
C1_05830W_A	Ca22chr1A_C_albicans_SC5314	1213935	1214855	+	921	C1_05830W_A	NA	%28orf19.2468%29%20Ortholog%28s%29%20have%20trans-aconitate%203-methyltransferase%20activity%20and%20cytosol%20localization	0	0	0	25	22	23	4	11	1	3	1	2	2	6	4	0	0	23	4	2	4	14	9	6	3	3	8	6	9	1	0	0	0	11	6	14	32	48	38	14	11	13	17	15	23
C1_05840W_A	Ca22chr1A_C_albicans_SC5314	1215414	1216451	+	1038	C1_05840W_A	PRN1	%28orf19.2467%29%20Protein%20with%20similarity%20to%20pirins%3B%20induced%20by%20benomyl%20and%20in%20response%20to%20alpha%20pheromone%20in%20SpiderM%20medium%3B%20transcript%20induced%20by%20Mnl1%20in%20weak%20acid%20stress%3B%20rat%20catheter%20and%20Spider%20biofilm%20induced	0	0	0	499	436	433	437	426	485	246	238	228	375	383	348	0	0	433	317	439	370	1182	1160	1246	295	278	305	574	496	474	0	0	0	240	244	237	358	566	330	227	253	193	282	287	281
C1_05850W_A	Ca22chr1A_C_albicans_SC5314	1216759	1217970	+	1212	C1_05850W_A	POL32	%28orf19.2465%29%20Putative%20subunit%20of%20DNA%20polymerase%20delta%2C%20involved%20in%20chromosomal%20DNA%20replication%3B%20cell-cycle%20regulated%20periodic%20mRNA%20expression	0	0	0	685	637	611	809	865	952	564	448	573	1192	1123	1042	0	0	611	500	536	504	975	986	1022	595	649	586	1026	884	968	0	0	0	448	404	378	690	1061	761	339	341	430	507	464	459
C1_05860W_A	Ca22chr1A_C_albicans_SC5314	1218269	1219270	+	1002	C1_05860W_A	PRN2	%28orf19.2463%29%20Protein%20similar%20to%20pirin%3B%20Hap43p-repressed%20gene	0	0	0	338	319	315	382	466	441	270	212	247	338	343	328	0	0	315	349	342	337	791	843	869	372	339	364	521	467	426	0	0	0	240	280	301	403	645	378	154	192	183	322	278	294
C1_05870W_A	Ca22chr1A_C_albicans_SC5314	1219787	1220767	+	981	C1_05870W_A	PRN3	%28orf19.2462%29%20Protein%20similar%20to%20pirin%3B%20induced%20by%20Mnl1%20under%20weak%20acid%20stress%3B%20Hap43-repressed%3B%20Spider%20biofilm%20induced	0	0	0	425	373	349	349	378	378	357	289	318	314	353	281	1	0	349	489	493	529	745	791	730	522	444	510	538	417	460	0	0	0	365	426	383	457	802	496	387	387	378	535	468	443
C1_05880W_A	Ca22chr1A_C_albicans_SC5314	1221543	1222529	+	987	C1_05880W_A	PRN4	%28orf19.2461%29%20Protein%20with%20similarity%20to%20pirins%3B%20induced%20by%20benomyl%20treatment%3B%20flow%20model%20biofilm%20repressed	0	0	0	1202	1132	1112	1517	1857	2105	768	690	798	1114	1055	1013	0	0	1112	1043	1058	939	3023	2880	3158	818	836	810	1500	1172	1171	0	0	0	788	686	846	583	1006	622	539	595	518	600	517	521
C1_05890W_A	Ca22chr1A_C_albicans_SC5314	1223689	1224744	+	1056	C1_05890W_A	NA	%28orf19.2460%29%20Protein%20of%20unknown%20function%3B%20substrate%20for%20Kex2%20processing%20in%20vitro%3B%20repressed%20by%20alpha%20pheromone%20in%20SpiderM%20medium%3B%20Spider%20biofilm%20induced%3B%20Bcr1-repressed%20in%20a%2Fa%20RPMI%20biofilms	0	0	0	17	22	18	2	1	3	17	10	25	5	2	3	0	0	18	6	3	1	1	0	1	5	6	1	2	1	1	0	0	0	9	10	13	1	3	2	0	1	0	1	0	2
C1_05900W_A	Ca22chr1A_C_albicans_SC5314	1226686	1229604	+	2919	C1_05900W_A	NA	%28orf19.2459%29%20Protein%20of%20unknown%20function%3B%20mRNA%20binds%20to%20She3%3B%20Hap43%20repressed%20gene%3B%20Spider%20biofilm%20induced	0	0	0	999	1030	1048	1462	1579	1459	792	650	793	1005	1028	924	0	0	1048	1217	1572	1372	1538	1597	1688	1074	1234	1142	941	914	880	0	0	0	787	940	832	593	1093	780	799	696	723	638	618	588
C1_05910W_A	Ca22chr1A_C_albicans_SC5314	1231376	1232920	+	1545	C1_05910W_A	SIP5	%28orf19.2458%29%20Protein%20of%20unknown%20function%3B%20flow%20model%2C%20rat%20catheter%20and%20Spider%20biofilm%20induced	0	0	0	849	824	888	1946	2394	2175	360	344	429	1542	1685	1514	2	0	888	5077	4813	5579	2964	3233	3032	4302	4682	4355	1913	1812	1823	0	0	0	3886	4293	3332	2398	3842	2480	4747	4550	4404	3259	2874	2729
C1_05920W_A	Ca22chr1A_C_albicans_SC5314	1236305	1238380	+	2076	C1_05920W_A	NA	%28orf19.2457%29%20Protein%20of%20unknown%20function%3B%20induced%20during%20chlamydospore%20formation%20in%20both%20C.%20albicans%20and%20C.%20dubliniensis%3B%20Spider%20biofilm%20induced	0	0	0	2513	2619	2570	3501	3950	4071	1926	1855	2385	1844	1887	1847	0	0	2570	2045	2413	2589	3332	3147	3504	2326	2591	2311	1781	1709	1677	0	0	0	1112	1232	949	871	1485	1011	1001	965	1004	868	862	814
C1_05930C_A	Ca22chr1A_C_albicans_SC5314	1238529	1241924	-	3396	C1_05930C_A	NA	%28orf19.2455%29%20Ortholog%28s%29%20have%20glutathione%20hydrolase%20activity%2C%20omega%20peptidase%20activity%2C%20role%20in%20glutathione%20catabolic%20process%20and%20cytoplasm%2C%20glutathione%20hydrolase%20complex%2C%20nuclear%20periphery%20localization	0	0	0	650	651	569	540	469	457	563	533	605	556	565	487	1	0	569	568	602	555	578	597	695	531	607	541	569	551	577	0	0	0	403	365	352	496	831	545	417	350	364	512	544	491
C1_05940W_A	Ca22chr1A_C_albicans_SC5314	1244647	1247667	+	3021	C1_05940W_A	PHO87	%28orf19.2454%29%20Putative%20phosphate%20permease%3B%20transcript%20repressed%20by%20Rim101%20at%20pH%208%3B%20regulated%20by%20white-opaque%20switch%3B%20caspofungin%20repressed%3B%20virulence-group-correlated%20expression%3B%20flow%20model%20biofilm%20induced	0	0	0	1390	1154	1153	2140	2162	1820	673	632	715	1427	1302	1239	0	0	1153	1290	1287	1400	1319	1388	1684	358	662	439	516	620	622	0	0	0	347	480	224	396	722	357	514	415	500	377	339	322
C1_05950C_A	Ca22chr1A_C_albicans_SC5314	1248213	1249460	-	1248	C1_05950C_A	NA	%28orf19.2452%29%20Protein%20of%20unknown%20function%3B%20induced%20in%20high%20iron%3B%20repressed%20in%20core%20caspofungin%20response%3B%20ketoconazole-repressed%3B%20colony%20morphology-related%20gene%20regulation%20by%20Ssn6%3B%20possibly%20subject%20to%20Kex2%20processing	0	0	0	6041	5852	5246	2121	2434	1964	5471	5510	6032	1555	1682	1432	0	0	5246	2633	2802	2720	1479	1529	1620	1716	1986	1841	1133	1153	1248	0	0	0	1295	1358	1284	1049	1841	1233	1641	1596	1868	1610	1519	1387
C1_05960W_A	Ca22chr1A_C_albicans_SC5314	1251550	1252941	+	1392	C1_05960W_A	PGA45	%28orf19.2451%29%20Putative%20GPI-anchored%20cell%20wall%20protein%3B%20repressed%20in%20core%20caspofungin%20response%3B%20Hog1-induced%3B%20regulated%20by%20Ssn6%3B%20Mob2-dependent%20hyphal%20regulation%3B%20flow%20model%20biofilm%20induced	0	0	0	7685	6981	6887	629	672	519	5753	5946	6584	351	418	379	0	0	6887	460	596	483	252	270	272	232	279	261	135	103	168	0	0	0	109	91	92	93	178	92	181	158	265	136	96	108
C1_05970W_A	Ca22chr1A_C_albicans_SC5314	1254843	1256615	+	1773	C1_05970W_A	NA	%28orf19.2449%29%20Putative%20adhesin-like%20protein%3B%20macrophage-induced%20gene	0	0	0	5	2	8	6	9	15	4	0	5	9	6	10	0	0	8	9	13	7	9	12	20	8	11	6	13	12	10	0	0	0	92	112	161	20	45	20	17	81	16	12	6	6
C1_05980W_A	Ca22chr1A_C_albicans_SC5314	1257107	1259197	+	2091	C1_05980W_A	NA	%28orf19.2447%29%20Putative%20Type%20II%20phosphatidylinositol%204-kinase%3B%20Ssr1-repressed%3B%20flow%20model%20biofilm%20repressed	0	0	0	911	811	747	874	1036	940	796	803	884	875	875	777	0	0	747	1048	1125	1147	1271	1200	1241	1077	1103	1082	980	941	1029	0	0	0	1214	1224	1116	1032	1906	1136	1177	1173	1314	1244	1158	1169
C1_05990C_A	Ca22chr1A_C_albicans_SC5314	1259288	1260358	-	1071	C1_05990C_A	NA	%28orf19.2446%29%20Has%20domain%28s%29%20with%20predicted%202-dehydropantoate%202-reductase%20activity%2C%20NADP%20binding%2C%20coenzyme%20binding%2C%20oxidoreductase%20activity%2C%20oxidoreductase%20activity%2C%20acting%20on%20the%20CH-OH%20group%20of%20donors%2C%20NAD%20or%20NADP%20as%20acceptor%20activity	0	0	0	205	157	167	197	210	230	166	136	167	202	253	285	0	0	167	222	198	193	271	241	205	232	173	175	254	256	257	0	0	0	289	264	311	481	866	509	177	183	207	394	324	326
C1_06000W_A	Ca22chr1A_C_albicans_SC5314	1261683	1263329	+	1647	C1_06000W_A	NA	%28orf19.2445%29%20Putative%20dicarboxylic%20amino%20acid%20permease%3B%20fungal-specific%20%28no%20human%20or%20murine%20homolog%29%3B%20induced%20by%20alpha%20pheromone%20in%20SpiderM%20medium	0	0	0	129	117	78	90	99	78	91	82	92	62	68	63	0	0	78	105	119	122	159	162	155	47	80	71	88	103	92	0	0	0	122	49	69	83	123	56	107	105	103	109	93	107
C1_06010W_A	Ca22chr1A_C_albicans_SC5314	1263838	1264770	+	933	C1_06010W_A	CHS7	%28orf19.2444%29%20Protein%20required%20for%20wild-type%20chitin%20synthase%20III%20activity%3B%20similar%20to%20%28but%20not%20functional%20homolog%20of%29%20S.%20cerevisiae%20Chs7p%2C%20which%20effects%20ER%20export%20of%20Chs3p%3B%20induced%20cyr1%20mutant%20hyphae%20and%20ras1%20yeast-form%20cells%3B%20Spider%20biofilm%20induced	0	0	0	1580	1554	1492	1746	1989	1649	1184	1096	1170	1486	1563	1516	0	0	1492	1341	1532	1481	2069	2054	2007	1202	1191	1158	1713	1664	1594	0	0	0	1354	1474	1358	1755	3011	1900	1525	1359	1544	1697	1586	1634
C1_06020W_A	Ca22chr1A_C_albicans_SC5314	1265500	1267533	+	2034	C1_06020W_A	RGD1	%28orf19.2443%29%20GTPase%20activator%20protein%3B%20transcript%20induced%20in%20low%20iron%3B%20alkaline%20upregulated%3B%20localized%20to%20the%20bud%20emergence%20area%20in%20G1%20phase%20and%20in%20the%20bud%20tip%20during%20S%20and%20G2%20phases	0	0	0	809	734	705	845	847	736	674	670	726	735	832	746	0	0	705	857	893	948	1051	986	1006	847	912	837	854	824	881	0	0	0	871	782	802	888	1536	1002	825	746	868	1019	1007	936
C1_06030C_A	Ca22chr1A_C_albicans_SC5314	1267647	1268351	-	705	C1_06030C_A	NA	%28orf19.2442%29%20Ortholog%20of%20S.%20cerevisiae%20Shg1%3B%20a%20COMPASS%20%28Set1C%29%20complex%20subunit%20that%20methylates%20histone%20H3%20on%20lysine%204%20and%20is%20required%20in%20transcriptional%20silencing%20near%20telomeres%3B%20repressed%20in%20an%20azole-resistant%20strain%20overexpressing%20MDR1	0	0	0	208	225	201	253	284	213	185	179	206	237	236	215	0	0	201	329	301	362	269	216	236	318	363	321	293	247	266	0	0	0	313	348	318	262	443	254	366	325	348	301	275	280
C1_06040W_A	Ca22chr1A_C_albicans_SC5314	1268617	1271166	+	2550	C1_06040W_A	RTT101	%28orf19.2440%29%20Putative%20cullin%20subunit%20of%20E3%20ubiquitin%20ligase%20complex%2C%20involved%20in%20response%20to%20DNA%20damage%3B%20induced%20by%20alpha%20pheromone%20in%20SpiderM%20medium	0	0	0	353	315	379	374	457	431	365	357	435	420	407	411	0	0	379	634	606	568	553	493	469	594	693	612	527	481	471	0	0	0	496	555	443	563	846	520	529	576	551	631	626	546
C1_06050C_A	Ca22chr1A_C_albicans_SC5314	1271299	1271640	-	342	C1_06050C_A	NA	%28orf19.2439.1%29%20Ortholog%28s%29%20have%20ubiquinol-cytochrome-c%20reductase%20activity%2C%20role%20in%20aerobic%20respiration%2C%20mitochondrial%20electron%20transport%2C%20ubiquinol%20to%20cytochrome%20c%20and%20mitochondrial%20respiratory%20chain%20complex%20III%20localization	0	0	0	591	517	461	631	688	764	417	460	460	693	747	680	0	0	461	593	528	535	624	727	544	558	615	572	855	788	839	0	0	0	694	675	763	531	945	552	378	481	415	420	379	389
C1_06060C_A	Ca22chr1A_C_albicans_SC5314	1272151	1272585	-	435	C1_06060C_A	ACP1	%28orf19.2439%29%20Putative%20mitochondrial%20acyl%20carrier%20protein%20involved%20in%20fatty%20acid%20biosynthesis%3B%20shows%20colony%20morphology-related%20gene%20regulation%20by%20Ssn6p%3B%20protein%20newly%20produced%20during%20adaptation%20to%20the%20serum	0	0	0	1973	1804	1610	2023	2237	2433	1748	1656	1812	2059	1890	1816	0	0	1610	2479	2065	2311	2049	2061	1743	2515	2219	2111	2128	1852	1975	0	0	0	2630	2281	2519	1875	3256	1906	1554	2193	1733	1711	1456	1412
C1_06070W_A	Ca22chr1A_C_albicans_SC5314	1272827	1273369	+	543	C1_06070W_A	NA	%28orf19.2438%29%20Has%20domain%28s%29%20with%20predicted%20structural%20constituent%20of%20ribosome%20activity%2C%20role%20in%20translation%20and%20ribosome%2C%20small%20ribosomal%20subunit%20localization	0	0	0	865	746	787	676	729	598	759	708	801	777	832	753	0	0	787	766	788	818	723	804	666	810	828	722	750	686	670	0	0	0	751	776	756	619	1003	664	573	570	518	498	521	513
C1_06080C_A	Ca22chr1A_C_albicans_SC5314	1273457	1274497	-	1041	C1_06080C_A	ARC35	%28orf19.2437%29%20Putative%20ARP2%2F3%20complex%20subunit%3B%20shows%20colony%20morphology-related%20gene%20regulation%20by%20Ssn6p%3B%20mutation%20confers%20hypersensitivity%20to%20cytochalasin%20D	0	0	0	770	634	793	972	1072	926	573	623	708	1045	1220	1092	0	0	793	938	843	938	968	894	927	941	897	879	978	869	1062	0	0	0	707	744	723	938	1527	1032	746	854	809	1025	863	852
C1_06090C_A	Ca22chr1A_C_albicans_SC5314	1274861	1277509	-	2649	C1_06090C_A	NA	%28orf19.2436%29%20Predicted%20protein%20serine%2Fthreonine%20kinase%3B%20Spider%20biofilm%20induced	0	0	0	1679	1573	1455	1298	1342	1218	1321	1291	1436	1163	1107	1059	0	0	1455	1969	2055	2168	1609	1503	1823	1782	2051	1896	1434	1291	1398	0	0	0	1514	1705	1231	887	1708	1140	1871	1603	1685	1408	1302	1170
C1_06100C_A	Ca22chr1A_C_albicans_SC5314	1278575	1280680	-	2106	C1_06100C_A	MSI3	%28orf19.2435%29%20Essential%20HSP70%20family%20protein%3B%20required%20for%20fluconazole%20resistance%20and%20calcineurin-dependent%20transcription%3B%20interacts%20with%20Cgr1%3B%20transcript%20regulated%20by%20iron%3B%20rat%20catheter%20biofilm%20induced%3B%20farnesol%20repressed%20in%20biofilm%3B%20sumoylation%20target	0	0	0	8597	7960	7422	6154	6572	6232	8530	8181	9022	6754	6629	5549	0	0	7422	6467	6464	6610	7511	7342	7717	4760	5427	4589	6326	5886	6587	0	0	0	11780	12210	10538	6789	11904	7918	10486	10923	10671	6819	5987	5774
C1_06110C_A	Ca22chr1A_C_albicans_SC5314	1281140	1282936	-	1797	C1_06110C_A	NPL4	%28orf19.2434%29%20Putative%20ubiquitin-binding%20protein%3B%20regulated%20by%20Gcn2p%20and%20Gcn4p	0	0	0	649	511	571	553	590	500	494	423	529	564	582	571	0	0	571	567	520	516	602	630	654	549	654	511	611	624	627	0	0	0	583	606	546	587	1006	617	579	557	609	591	473	580
C1_06120C_A	Ca22chr1A_C_albicans_SC5314	1283082	1283711	-	630	C1_06120C_A	NA	%28orf19.2433%29%20Has%20domain%28s%29%20with%20predicted%20flap-structured%20DNA%20binding%20activity%20and%20role%20in%20double-strand%20break%20repair%20via%20single-strand%20annealing%2C%20removal%20of%20nonhomologous%20ends	0	0	0	37	37	41	26	37	19	22	35	33	33	31	32	0	0	41	35	38	50	42	31	46	23	40	41	48	47	48	0	0	0	24	32	46	38	73	41	37	40	30	33	34	33
C1_06130C_A	Ca22chr1A_C_albicans_SC5314	1284280	1285402	-	1123	C1_06130C_A	HAC1	%28orf19.2432%29%20bZIP%20transcription%20factor%3B%20role%20in%20unfolded%20protein%20response%20and%20control%20of%20morphology%3B%20transcript%20undergoes%20atypical%20splicing%20at%20C%20terminus%20under%20ER%20stress%3B%20induced%20during%20mating%20and%20by%20caspofungin%3B%20mRNA%20binds%20She3%3B%20Spider%20biofilm%20induced	0	0	0	6040	6128	5161	6398	7400	6450	4398	4321	4754	4854	4645	4728	0	0	5161	7369	7059	7834	6535	6154	6962	4391	5827	4671	4760	4546	4890	0	0	0	3037	3166	2531	2725	4491	2875	3717	3546	4079	3206	3105	3036
C1_06140C_A	Ca22chr1A_C_albicans_SC5314	1286026	1286367	-	342	C1_06140C_A	NA	%28orf19.2431%29%20Dubious%20open%20reading%20frame%2C%20only%20conserved%20in%20Candida%20dubliniensis%3B%20induced%20by%20alpha%20pheromone%20in%20SpiderM%20medium%3B%20mRNA%20binds%20She3%3B%20Spider%20biofilm%20induced%3B%20flow%20model%20biofilm%20repressed	0	0	0	308	338	344	182	179	149	247	292	303	109	95	82	0	0	344	215	203	200	57	60	80	63	106	88	57	90	76	0	0	0	39	53	27	43	79	40	42	25	56	28	27	30
C1_06150W_A	Ca22chr1A_C_albicans_SC5314	1288905	1289630	+	726	C1_06150W_A	NA	%28orf19.2430%29%20Ortholog%20of%20Candida%20albicans%20WO-1%20%3A%20CAWG_00792	0	0	0	3	1	0	2	1	3	5	2	0	5	3	4	0	0	0	4	6	2	0	0	0	2	5	3	0	2	2	0	0	0	7	6	5	3	5	3	7	2	3	1	2	0
C1_06160W_A	Ca22chr1A_C_albicans_SC5314	1289661	1291016	+	1356	C1_06160W_A	NA	%28orf19.2429%29%20Protein%20of%20unknown%20function%3B%20induced%20by%20alpha%20pheromone%20in%20SpiderM%20medium	0	0	0	5	3	9	9	10	16	7	10	7	22	15	14	0	0	9	13	20	16	21	11	15	26	19	19	21	26	14	0	0	0	21	15	11	10	16	15	9	11	21	13	9	10
C1_06180W_A	Ca22chr1A_C_albicans_SC5314	1292811	1293806	+	996	C1_06180W_A	TLO34	%28orf19.2661%29%20Non-telomeric%20member%20of%20a%20family%20of%20telomere-proximal%20genes%20of%20unknown%20function%3B%20predicted%20N-terminus%20is%20extended%2C%20relative%20to%20that%20of%20other%20family%20members%3B%20overlaps%20orf19.2662	0	0	0	466	496	390	404	392	400	498	411	488	296	341	350	0	0	390	390	472	478	482	441	419	463	455	447	405	341	324	0	0	1	547	559	539	371	636	343	560	624	629	358	324	353
C1_06190C_A	Ca22chr1A_C_albicans_SC5314	1293014	1293619	-	606	C1_06190C_A	NA	%28orf19.2662%29%20Predicted%20ORF%20of%20unknown%20function%3B%20overlaps%20TLO34%2Forf19.2661	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C1_06200W_A	Ca22chr1A_C_albicans_SC5314	1294855	1296609	+	1755	C1_06200W_A	NA	%28orf19.2663%29%20Ortholog%20of%20Pichia%20stipitis%20Pignal%20%3A%20PICST_29216%20and%20Candida%20albicans%20WO-1%20%3A%20CAWG_00788	0	0	0	362	372	351	444	510	560	389	314	404	605	597	497	0	0	351	282	338	318	631	606	620	474	395	425	543	527	576	0	0	0	391	391	413	537	850	574	417	375	455	498	424	453
C1_06210W_A	Ca22chr1A_C_albicans_SC5314	1297212	1298261	+	1050	C1_06210W_A	BUD16	%28orf19.1828%29%20Putative%20pyridoxal%20kinase%3B%20a%20key%20enzyme%20in%20pyridoxal%205%27-phosphate%20synthesis%2C%20the%20active%20form%20of%20vitamin%20B6%3B%20involved%20in%20bud-site%20selection%20and%20genome%20integrity%20in%20S.%20cerevisiae%3B%20induced%20by%20alpha%20pheromone%20in%20SpiderM%20medium	0	0	0	196	190	200	324	430	323	240	235	258	388	400	405	0	0	200	250	254	310	428	514	445	263	330	244	420	409	439	0	0	0	372	398	346	476	769	518	350	373	445	535	469	430
C1_06220C_A	Ca22chr1A_C_albicans_SC5314	1298404	1299762	-	1359	C1_06220C_A	NA	%28orf19.1827%29%20Protein%20of%20unknown%20function%3B%20flow%20model%20biofilm%20induced%3B%20induced%20by%20alpha%20pheromone%20in%20SpiderM%20medium	0	0	0	32	23	30	37	35	32	22	19	25	37	51	37	0	0	30	31	38	26	71	71	78	39	36	43	81	71	75	0	0	0	12	23	18	28	55	34	27	25	9	36	32	44
C1_06230C_A	Ca22chr1A_C_albicans_SC5314	1300699	1302570	-	1872	C1_06230C_A	MDM34	%28orf19.1826%29%20Putative%20zinc%20finger%20transcription%20factor%3B%20macrophage-downregulated%3B%20flow%20model%20biofilm%20induced%3B%20flow%20model%20and%20Spider%20biofilm%20induced	0	0	0	516	488	480	1414	1475	1422	411	401	506	820	944	952	0	0	480	5477	5657	6730	2223	2145	2019	6660	6130	6771	2616	1997	2250	0	0	0	12998	12057	11683	4831	6249	4564	12759	13829	12007	7567	7314	6888
C1_06250W_A	Ca22chr1A_C_albicans_SC5314	1306250	1308475	+	2226	C1_06250W_A	NA	%28orf19.1825%29%20Protein%20of%20unknown%20function%3B%20mutants%20are%20viable%3B%20filament%20induced%3B%20regulated%20by%20Nrg1%2C%20Rfg1%2C%20Tup1	0	0	0	229	208	220	315	384	347	173	175	175	377	410	361	0	0	220	125	151	186	389	376	333	237	151	225	342	367	409	0	0	0	117	99	122	297	401	267	77	106	102	202	162	153
C1_06260W_A	Ca22chr1A_C_albicans_SC5314	1309503	1310432	+	930	C1_06260W_A	PGA50	%28orf19.1824%29%20Putative%20GPI-anchored%20protein%3B%20adhesin-like%20protein	0	0	0	8	1	2	2	3	1	4	3	0	0	0	2	0	0	2	6	7	9	1	4	1	3	4	5	7	2	0	0	0	0	1	5	0	3	13	9	6	2	6	16	11	4
C1_06270W_A	Ca22chr1A_C_albicans_SC5314	1310816	1313557	+	2742	C1_06270W_A	NA	%28orf19.1823%29%20Predicted%20membrane%20protein%3B%20transcript%20repressed%20by%20ciclopirox%20olamine	0	0	0	568	577	585	535	551	623	606	519	688	471	502	536	0	0	585	336	390	369	604	613	640	430	434	438	482	459	457	0	0	0	378	352	406	431	721	579	256	257	235	404	357	398
C1_06280C_A	Ca22chr1A_C_albicans_SC5314	1314438	1316969	-	2532	C1_06280C_A	UME6	%28orf19.1822%29%20Zn%28II%292Cys6%20transcription%20factor%3B%20role%20in%20hyphal%20extension%2C%20virulence%2C%20adherence%20to%20plastic%3B%20rat%20catheter%20biofilm%20induced%3B%20has%20a%20long%205%27-UTR%20that%20regulates%20translational%20efficiency%20and%20controls%20transition%20to%20filamentous%20growth	0	0	0	2849	2785	2602	1876	2074	2034	2014	1845	2041	846	860	771	0	0	2602	753	928	779	1813	1695	1776	707	561	649	785	726	735	0	0	0	477	494	514	237	428	286	289	270	318	187	169	152
C1_06290C_A	Ca22chr1A_C_albicans_SC5314	1324455	1324766	-	312	C1_06290C_A	NA	%28orf19.1821%29%20Protein%20of%20unknown%20function%3B%20repressed%20by%20alpha%20pheromone%20in%20SpiderM%20medium	0	0	0	3	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
