"Geneid"	"Chr"	"Start"	"End"	"Strand"	"Length"	"Name"	"Gene"	"Note"	"CEC3609_1_TR_3"	"CEC3672_1_FP_24"	"CEC3609_1_TR_6"	"NI_2_TR_3"	"CEC3609_2_FP_3"	"CEC3672_2_TR_24"	"CEC3672_1_TR_6"	"CEC3609_3_FP_3"	"CEC3672_2_TR_3"	"CEC3672_1_TR_24"	"CEC3609_1_FP_3"	"CEC3609_3_TR_24"	"CEC3672_3_FP_3"	"NI_3_TR_24"	"CEC3609_3_TR_6"	"CEC3672_3_TR_24"	"NI_1_TR_24"	"CEC3672_1_TR_3"	"NI_2_TR_24"	"NI_3_TR_3"	"CEC3672_3_FP_24"	"NI_2_TR_6"	"CEC3609_2_FP_24"	"CEC3609_2_TR_3"	"CEC3609_3_FP_24"	"CEC3672_2_FP_24"	"CEC3609_1_FP_24"	"CEC3672_3_TR_6"	"CEC3672_3_TR_3"	"CEC3609_3_FP_6"	"CEC3609_2_TR_6"	"CEC3609_2_FP_6"	"CEC3609_1_TR_24"	"CEC3609_1_FP_6"	"CEC3672_2_FP_6"	"CEC3672_2_TR_6"	"CEC3672_1_FP_3"	"CEC3672_1_FP_6"	"CEC3609_2_TR_24"	"NI_1_TR_6"	"NI_1_TR_3"	"CEC3672_3_FP_6"	"CEC3609_3_TR_3"	"CEC3672_2_FP_3"
"C1_01720C_A"	"Ca22chr1A_C_albicans_SC5314"	353541	353627	"-"	87	"C1_01720C_A"	NA	"%28snR5a%29%20H%2FACA%20box%20small%20nucleolar%20RNA%20%28snoRNA%29"	541	194	183	0	428	462	264	462	220	305	408	308	212	0	220	289	0	251	0	0	151	0	180	419	113	182	109	236	193	187	216	173	189	215	212	212	248	219	226	0	0	236	441	285
"C1_01730W_A"	"Ca22chr1A_C_albicans_SC5314"	354206	354278	"+"	73	"C1_01730W_A"	"tA%28AGC%293"	"%28tA%28AGC%293%29%20tRNA-Ala%2C%20predicted%20by%20tRNAscan-SE%3B%20AGC%20anticodon"	0	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0
"C1_01740W_A"	"Ca22chr1A_C_albicans_SC5314"	357079	359466	"+"	2388	"C1_01740W_A"	"CTN1"	"%28orf19.4551%29%20Carnitine%20acetyl%20transferase%3B%20required%20for%20growth%20on%20nonfermentable%20carbon%20sources%2C%20not%20for%20hyphal%20growth%20or%20virulence%20in%20mice%3B%20induced%20in%20macrophage%3B%20macrophage%2Fpseudohyphal-repressed%20after%2016%20hr%3B%20rat%20catheter%2C%20Spider%20biofilm%20induced"	40	11714	3574	0	18	10576	803	22	91	6209	20	6019	68	0	2757	6949	0	61	0	0	10263	0	9481	58	10790	10531	10178	441	86	1731	2513	1275	7191	1588	1047	661	53	434	9037	0	0	1014	31	45
"C1_01750W_A"	"Ca22chr1A_C_albicans_SC5314"	361029	362930	"+"	1902	"C1_01750W_A"	NA	"%28orf19.4550%29%20Predicted%20MFS%20membrane%20transporter%2C%20member%20of%20the%20drug%3Aproton%20antiporter%20%2812%20spanner%29%20%28DHA1%29%20family%3B%20flow%20model%20biofilm%20induced"	93	450	193	0	100	568	173	117	151	335	80	175	170	0	223	415	0	112	0	0	372	0	223	67	288	421	247	155	130	238	221	258	236	215	191	200	155	184	209	0	0	205	72	177
"C1_01760W_A"	"Ca22chr1A_C_albicans_SC5314"	364172	366307	"+"	2136	"C1_01760W_A"	"FGR38"	"%28orf19.4549%29%20Protein%20lacking%20an%20ortholog%20in%20S.%20cerevisiae%3B%20member%20of%20a%20family%20of%20related%20proteins%3B%20transposon%20mutation%20affects%20filamentous%20growth%3B%20macrophage-induced%20gene%3B%20Hap43p-repressed%20gene"	188	519	230	0	149	727	554	195	412	445	195	263	363	0	226	469	0	368	0	0	429	0	250	202	265	398	218	483	396	315	245	274	271	311	501	522	402	444	220	0	0	429	214	461
"C1_01770W_A"	"Ca22chr1A_C_albicans_SC5314"	366730	367860	"+"	1131	"C1_01770W_A"	"MAK32"	"%28orf19.4548%29%20Putative%20protein%20involved%20in%20the%20structural%20stability%20of%20L-A%20double-stranded%20RNA-containing%20particles%3B%20downregulated%20upon%20adherence%20to%20polystyrene"	354	340	205	0	268	591	509	345	469	356	267	216	428	0	230	355	0	376	0	0	295	0	167	320	162	285	148	418	412	318	244	320	211	306	469	435	393	485	171	0	0	458	310	380
"C1_01780C_A"	"Ca22chr1A_C_albicans_SC5314"	367933	369807	"-"	1875	"C1_01780C_A"	"HOL4"	"%28orf19.4546%29%20Putative%20ion%20transporter%3B%20alkaline%20induced%20by%20Rim101%3B%20Plc1-regulated%3B%20caspofungin%20repressed%3B%20rat%20catheter%20and%20Spider%20biofilm%20induced"	1836	5714	4254	0	1440	6781	2651	1614	2764	3893	1641	6771	2319	0	4815	4294	0	2505	0	0	5633	0	8676	1789	8244	5875	8991	2856	2244	5592	4657	5577	7114	5638	2545	2871	2305	2877	7369	0	0	2546	1590	2209
"C1_01790W_A"	"Ca22chr1A_C_albicans_SC5314"	372225	375440	"+"	3216	"C1_01790W_A"	"SWI4"	"%28orf19.4545%29%20Putative%20component%20of%20the%20SBF%20transcription%20complex%20involved%20in%20G1%2FS%20cell-cycle%20progression%3B%20periodic%20mRNA%20expression%2C%20peak%20at%20cell-cycle%20G1%2FS%20phase%3B%20predicted%2C%20conserved%20MBF%20binding%20sites%20upstream%20of%20G1%2FS-regulated%20genes"	1102	1013	690	0	947	1938	1594	1086	1655	1067	990	568	1877	0	804	1261	0	1476	0	0	871	0	500	1097	598	909	531	1541	1528	1046	773	995	590	996	1579	1489	2094	1903	636	0	0	1737	1166	2078
"C1_01800W_A"	"Ca22chr1A_C_albicans_SC5314"	375835	376554	"+"	720	"C1_01800W_A"	NA	"%28orf19.4544%29%20Ortholog%20of%20C.%20dubliniensis%20CD36%20%3A%20Cd36_01640%2C%20C.%20parapsilosis%20CDC317%20%3A%20CPAR2_106830%2C%20Candida%20tenuis%20NRRL%20Y-1498%20%3A%20cten_CGOB_00039%20and%20Debaryomyces%20hansenii%20CBS767%20%3A%20DEHA2B06578g"	384	493	466	0	370	805	606	400	529	478	392	335	494	0	483	540	0	514	0	0	494	0	364	433	394	437	346	489	502	487	445	510	358	488	517	622	473	550	354	0	0	550	370	477
"C1_01810C_A"	"Ca22chr1A_C_albicans_SC5314"	376645	378174	"-"	1530	"C1_01810C_A"	"UGA2"	"%28orf19.4543%29%20Predicted%20succinate%20semialdehyde%20dehydrogenase%3B%20predicted%20role%20in%20glutamate%20catabolism%3B%20transcription%20regulated%20by%20Mig1%2C%20Tup1%2C%20Gcn4%3B%20mutants%20are%20viable"	521	1042	947	0	281	2143	1537	357	1509	1288	374	783	1347	0	944	1523	0	1269	0	0	998	0	553	502	586	918	518	1378	1469	1340	1077	1109	697	1348	1463	1590	1304	1596	654	0	0	1371	549	1292
"C1_01820C_A"	"Ca22chr1A_C_albicans_SC5314"	378463	379650	"-"	1188	"C1_01820C_A"	NA	"%28orf19.4542%29%20Ortholog%28s%29%20have%20cyclin-dependent%20protein%20kinase%20activating%20kinase%20regulator%20activity%2C%20cyclin-dependent%20protein%20serine%2Fthreonine%20kinase%20activator%20activity"	320	755	350	0	337	1082	451	349	447	662	387	426	444	0	355	795	0	384	0	0	745	0	472	288	596	667	537	426	425	457	379	498	491	453	525	464	483	543	459	0	1	538	288	517
"C1_01830C_A"	"Ca22chr1A_C_albicans_SC5314"	380212	380784	"-"	573	"C1_01830C_A"	"UBC8"	"%28orf19.4540%29%20Predicted%20ubiquitin-conjugating%20enzyme%20that%20negatively%20regulates%20gluconeogenesis%20by%20mediating%20the%20glucose-induced%20ubiquitination%20of%20fructose-1%2C6-bisphosphatase%3B%20induced%20by%20alpha%20pheromone%20in%20SpiderM%20medium"	818	1697	1599	0	542	2337	1554	689	1377	1564	621	1644	1057	0	1699	1604	0	1212	0	0	1671	0	1884	792	2132	1689	2017	1363	1563	1612	1646	1725	1654	1681	1146	1497	1061	1281	1706	0	0	1194	740	1027
"C1_01840C_A"	"Ca22chr1A_C_albicans_SC5314"	381538	382092	"-"	555	"C1_01840C_A"	NA	"%28orf19.4539%29%20Protein%20with%20a%20Rho%20GDP-dissociation%20inhibitor%20domain%3B%20Hap43-repressed%20gene%3B%20Spider%20biofilm%20induced"	335	1159	879	0	218	1525	844	254	561	961	266	997	433	0	977	1000	0	503	0	0	1154	0	1171	330	1246	1066	1186	690	683	980	882	925	1037	1044	626	788	453	650	1093	1	0	572	331	453
"C1_01850C_A"	"Ca22chr1A_C_albicans_SC5314"	382760	383590	"-"	831	"C1_01850C_A"	NA	"%28orf19.4538%29%20Ortholog%28s%29%20have%20mRNA%20binding%2C%20protein%20heterodimerization%20activity%20and%20role%20in%20mRNA%20polyadenylation%2C%20pre-mRNA%20cleavage%20required%20for%20polyadenylation%2C%20response%20to%20DNA%20damage%20checkpoint%20signaling"	881	1056	1080	0	676	1571	1171	809	1081	925	767	919	838	0	1137	922	0	1055	0	0	1025	0	1140	851	1126	951	1134	1125	1168	1115	1059	1155	917	1242	1013	1190	902	1146	999	0	1	1014	772	850
"C1_01860W_A"	"Ca22chr1A_C_albicans_SC5314"	383753	384670	"+"	918	"C1_01860W_A"	NA	"%28orf19.4537%29%20Ortholog%28s%29%20have%20RNA%20polymerase%20II%20complex%20recruiting%20activity%2C%20RNA%20polymerase%20II%20regulatory%20region%20DNA%20binding%20activity"	1481	1408	1396	0	1184	2225	1666	1336	1398	1327	1333	1053	1138	0	1615	1412	0	1204	0	0	1312	0	1192	1376	1252	1346	1250	1633	1407	1294	1468	1349	1204	1411	1441	1736	1280	1495	1177	0	0	1450	1164	1201
"C1_01870C_A"	"Ca22chr1A_C_albicans_SC5314"	384790	386280	"-"	1491	"C1_01870C_A"	"CYS4"	"%28orf19.4536%29%20Cystathionine%20beta-synthase%3B%20sulfur%20amino%20acid%20biosynthesis%3B%20antigenic%20in%20mouse%3B%20flow%20model%20biofilm%20induced%3B%20alkaline%20induced%3B%20macrophage%2Fpseudohyphal-induced%3B%20present%20in%20exponential%20and%20stationary%20growth%20phase%20yeast%20cultures"	3773	2271	2267	0	3385	4422	2612	3925	2019	2678	3727	2009	2082	0	2195	2842	0	2015	0	0	2024	0	1714	3513	1891	1968	1782	2573	1929	1658	2287	1918	2314	1785	2308	2589	2248	2283	1702	0	1	2422	3271	2460
"C1_01880C_A"	"Ca22chr1A_C_albicans_SC5314"	386597	388924	"-"	2328	"C1_01880C_A"	"PTR3"	"%28orf19.4535%29%20Protein%20similar%20to%20S.%20cerevisiae%20Ptr3p%2C%20which%20is%20a%20sensor%20of%20external%20amino%20acids%3B%20expression%20upregulated%20in%20an%20ssr1%20null%20mutant"	123	435	176	0	116	493	254	123	369	317	129	240	271	0	197	362	0	362	0	0	382	0	320	109	344	371	320	295	409	251	199	254	262	259	259	245	292	273	251	0	0	284	123	313
"C1_01890C_A"	"Ca22chr1A_C_albicans_SC5314"	389271	390800	"-"	1530	"C1_01890C_A"	NA	"%28orf19.4534%29%20Putative%20UBX-domain%20%28ubiquitin-regulatory%20domain%29%20protein%3B%20macrophage-downregulated%20gene"	1485	2411	2931	0	1018	3047	2027	1099	1761	1938	1072	2649	1322	0	3196	2034	0	1643	0	0	2427	0	3182	1648	3054	2436	3376	1995	1612	3174	3112	2940	2862	3300	1644	2049	1255	1976	3030	0	0	1692	1407	1250
"C1_01900C_A"	"Ca22chr1A_C_albicans_SC5314"	391247	392764	"-"	1518	"C1_01900C_A"	NA	"%28orf19.4533%29%20Ortholog%28s%29%20have%20RNA%20binding%20activity%2C%20role%20in%20rRNA%20processing%20and%20ribosome%20localization"	483	663	389	0	462	1030	485	508	515	590	489	404	563	0	368	676	0	436	0	0	551	0	404	432	459	572	445	573	522	435	360	463	401	435	563	542	574	550	432	0	0	595	406	552
"C1_01910W_A"	"Ca22chr1A_C_albicans_SC5314"	393296	394360	"+"	1065	"C1_01910W_A"	NA	"%28orf19.4532%29%20Protein%20of%20unknown%20function%3B%20present%20in%20exponential%20and%20stationary%20growth%20phase%20yeast%20cultures"	1480	1298	1047	0	1565	2514	1347	1551	1092	1428	1548	1153	1158	0	1116	1502	0	1059	0	0	1168	0	972	1452	1085	1223	944	1272	1083	961	1072	1077	1082	1041	1304	1321	1354	1261	1072	0	0	1410	1329	1366
"C1_01920W_A"	"Ca22chr1A_C_albicans_SC5314"	395587	399411	"+"	3825	"C1_01920W_A"	"ROA1"	"%28orf19.4531%29%20Putative%20PDR-subfamily%20ABC%20transporter%20involved%20in%20sensitivity%20to%20azoles%3B%20Spider%20biofilm%20induced"	739	3330	2665	0	549	2765	983	635	585	1612	693	2420	513	0	3053	1688	0	593	0	0	3073	0	4247	770	4347	3330	4812	1205	572	2315	2363	2303	2967	2314	1082	1128	544	1119	3324	0	0	920	639	542
"C1_01930W_A"	"Ca22chr1A_C_albicans_SC5314"	400591	401977	"+"	1387	"C1_01930W_A"	NA	"%28orf19.4530.1%29%20Protein%20of%20unknown%20function%3B%20regulated%20by%20Nrg1%2C%20Tup1%3B%20Spider%20and%20flow%20model%20biofilm%20induced"	4176	2801	1879	0	3231	4851	5517	3788	6843	2891	3604	1831	5937	0	2161	3134	0	5973	0	0	2571	0	1906	3876	2006	2513	1852	4845	6768	3129	2508	2928	1996	3317	4909	5402	5575	5308	2022	0	0	4686	4104	5780
"C1_01940C_A"	"Ca22chr1A_C_albicans_SC5314"	402263	402769	"-"	507	"C1_01940C_A"	NA	"%28orf19.4529%29%20Ortholog%20of%20Srp21%2C%20signal%20recognition%20particle%20subunit%2C%20functions%20in%20protein%20targeting%20to%20the%20endoplasmic%20reticulum%20membrane%3B%20predicted%20adhesin-like%20protein%3B%20mutants%20are%20viable"	669	612	734	0	641	1009	827	754	733	662	676	495	694	0	730	663	0	723	0	0	624	0	529	711	518	621	536	756	710	666	622	671	500	672	677	869	708	787	452	0	0	792	611	702
"C1_01950C_A"	"Ca22chr1A_C_albicans_SC5314"	403144	403689	"-"	546	"C1_01950C_A"	NA	"%28orf19.4528%29%20Ortholog%28s%29%20have%20role%20in%20vacuolar%20protein%20processing"	657	749	722	0	562	1236	956	691	799	779	563	499	679	0	814	760	0	706	0	0	788	0	671	606	646	714	567	872	679	750	693	738	501	746	812	998	699	862	615	0	0	767	622	698
"C1_01970W_A"	"Ca22chr1A_C_albicans_SC5314"	405749	406027	"+"	279	"C1_01970W_A"	NA	"%28orf19.4528.1%29%20Protein%20of%20unknown%20function"	0	1	1	0	0	1	1	0	1	2	0	4	1	0	3	0	0	2	0	0	1	0	1	1	4	1	4	1	0	7	4	4	7	0	2	0	1	0	3	0	0	0	0	0
"C1_01980W_A"	"Ca22chr1A_C_albicans_SC5314"	406673	408310	"+"	1638	"C1_01980W_A"	"HGT1"	"%28orf19.4527%29%20High-affinity%20MFS%20glucose%20transporter%3B%20induced%20by%20progesterone%2C%20chloramphenicol%2C%20benomyl%3B%20likely%20essential%20for%20growth%3B%20protein%20newly%20produced%20during%20adaptation%20to%20the%20serum%3B%20rat%20catheter%20and%20Spider%20biofilm%20induced"	10131	11973	28134	0	5337	13620	25772	6180	40142	7483	6472	12691	24213	0	32066	8982	0	36156	0	0	11923	0	20786	9869	22961	11842	24594	20610	35851	35655	34902	33544	16099	36844	25759	26718	21590	27982	19540	0	0	23635	9753	25001
"C1_01990W_A"	"Ca22chr1A_C_albicans_SC5314"	411340	412368	"+"	1029	"C1_01990W_A"	"HSP30"	"%28orf19.4526%29%20Putative%20heat%20shock%20protein%3B%20fluconazole%20repressed%3B%20amphotericin%20B%20induced%3B%20Spider%20biofilm%20induced%3B%20rat%20catheter%20biofilm%20induced"	15	829	1280	0	4	1160	724	3	134	765	6	1614	58	0	1634	646	0	131	0	0	728	0	1251	13	1045	821	1184	729	119	2859	1516	2608	1916	3042	1467	887	59	1471	1538	0	1	1398	5	78
"C1_02000W_A"	"Ca22chr1A_C_albicans_SC5314"	412817	413818	"+"	1002	"C1_02000W_A"	NA	"%28orf19.4525%29%20Ortholog%28s%29%20have%20endoplasmic%20reticulum%2C%20nuclear%20pore%20localization"	734	723	552	0	585	1384	701	655	719	793	614	591	818	0	565	893	0	756	0	0	732	0	535	718	565	685	518	656	745	822	580	696	553	853	809	743	750	750	554	0	0	736	748	856
"C1_02010C_A"	"Ca22chr1A_C_albicans_SC5314"	414090	416273	"-"	2184	"C1_02010C_A"	"ZCF24"	"%28orf19.4524%29%20Predicted%20Zn%28II%292Cys6%20transcription%20factor%3B%20caspofungin%20induced%3B%20Hap43-repressed"	155	563	354	0	156	740	361	164	177	455	138	315	206	0	339	529	0	195	0	0	577	0	384	155	499	526	380	263	187	404	336	368	328	429	303	391	158	310	312	0	0	288	129	163
"C1_02020W_A"	"Ca22chr1A_C_albicans_SC5314"	416452	417075	"+"	624	"C1_02020W_A"	NA	"%28orf19.4523%29%20Ortholog%28s%29%20have%205-formyltetrahydrofolate%20cyclo-ligase%20activity%20and%20role%20in%20folic%20acid-containing%20compound%20biosynthetic%20process"	128	334	182	0	116	418	227	168	165	301	120	131	185	0	165	276	0	162	0	0	286	0	192	105	198	251	180	200	183	196	180	174	160	188	231	216	200	198	141	0	0	210	117	195
"C1_02030C_A"	"Ca22chr1A_C_albicans_SC5314"	417078	417521	"-"	444	"C1_02030C_A"	NA	"%28orf19.4522%29%20Ortholog%28s%29%20have%20role%20in%20cellular%20response%20to%20DNA%20damage%20stimulus"	211	291	215	0	170	436	294	166	209	249	196	200	222	0	250	286	0	227	0	0	261	0	232	206	253	273	276	227	181	244	235	261	226	259	271	283	227	263	252	0	0	235	199	241
"C1_02040C_A"	"Ca22chr1A_C_albicans_SC5314"	418019	420493	"-"	2475	"C1_02040C_A"	NA	"%28orf19.3661%29%20Putative%20deubiquitinating%20enzyme%3B%20induced%20by%20Mnl1%20under%20weak%20acid%20stress"	237	1030	1254	0	169	1480	863	191	477	885	209	1055	333	0	1206	1008	0	396	0	0	916	0	966	191	940	1045	891	667	485	1101	1170	966	1105	1234	545	875	292	598	1152	0	0	522	232	346
"C1_02050C_A"	"Ca22chr1A_C_albicans_SC5314"	421264	423846	"-"	2583	"C1_02050C_A"	"PHO91"	"%28orf19.3663%29%20Putative%20low-affinity%20phosphate%20transporter%3B%20fungal-specific%20%28no%20human%20or%20murine%20homolog%29"	2391	2570	2758	0	1569	4085	2358	1694	2456	2353	1689	1443	2366	0	2930	2697	0	2266	0	0	2284	0	1493	2255	1852	2452	1711	2650	2112	2203	2909	2566	1646	2222	2567	2460	2619	2495	1692	0	0	2693	2246	2588
"C1_02060W_A"	"Ca22chr1A_C_albicans_SC5314"	425985	426615	"+"	631	"C1_02060W_A"	NA	"%28orf19.3663.1%29%20Predicted%20plasma%20membrane%20protein%3B%20gene%20has%20intron"	309	298	401	0	293	749	442	340	525	442	289	443	441	0	407	455	0	564	0	0	288	0	292	285	270	297	232	400	533	485	426	459	376	587	404	426	426	448	366	0	0	387	322	445
"C1_02070W_A"	"Ca22chr1A_C_albicans_SC5314"	427843	428838	"+"	996	"C1_02070W_A"	"HSP31"	"%28orf19.3664%29%20Putative%2030%20kda%20heat%20shock%20protein%3B%20repressed%20during%20the%20mating%20process%3B%20rat%20catheter%20biofilm%20induced"	13	246	3304	0	1	892	947	7	770	525	5	621	347	0	4023	562	0	713	0	0	229	0	424	21	372	220	378	954	739	4064	4084	3084	516	4245	509	1096	295	620	639	0	0	522	17	379
"C1_02080W_A"	"Ca22chr1A_C_albicans_SC5314"	429371	430510	"+"	1140	"C1_02080W_A"	"SET6"	"%28orf19.3665%29%20Ortholog%20of%20S.%20cerevisiae%20Set6%2C%20a%20SET%20domain%20protein%20of%20unknown%20function%3B%20Hap43-induced%3B%20rat%20catheter%20and%20Spider%20biofilm%20induced"	928	404	547	0	826	845	535	946	935	465	887	281	932	0	558	534	0	845	0	0	388	0	283	831	356	404	367	520	880	485	496	648	327	457	705	580	1106	736	366	0	0	765	797	1053
"C1_02090C_A"	"Ca22chr1A_C_albicans_SC5314"	430507	431994	"-"	1488	"C1_02090C_A"	NA	"%28orf19.3666%29%20Predicted%20debranching%20enzyme-associated%20ribonuclease%3B%20rat%20catheter%20biofilm%20induced"	344	520	319	0	397	823	375	425	380	483	431	287	377	0	339	558	0	331	0	0	484	0	310	403	423	423	371	374	358	260	318	324	347	255	353	362	386	385	295	0	0	365	344	363
"C1_02100W_A"	"Ca22chr1A_C_albicans_SC5314"	432225	433841	"+"	1617	"C1_02100W_A"	NA	"%28orf19.3667%29%20Ortholog%28s%29%20have%20microtubule%20motor%20activity%2C%20protein%20homodimerization%20activity%20and%20kinesin%20complex%20localization"	175	88	92	0	175	254	143	175	140	148	179	102	127	0	101	162	0	121	0	0	76	0	75	167	66	82	61	147	130	123	91	88	126	136	112	131	152	93	108	0	0	124	156	170
"C1_02110C_A"	"Ca22chr1A_C_albicans_SC5314"	434412	436049	"-"	1638	"C1_02110C_A"	"HGT2"	"%28orf19.3668%29%20Putative%20MFS%20glucose%20transporter%3B%2020%20member%20C.%20albicans%20glucose%20transporter%20family%3B%2012%20probable%20membrane-spanning%20segments%3B%20expressed%20in%20rich%20medium%20with%202%25%20glucose%3B%20rat%20catheter%20and%20Spider%20biofilm%20induced"	604	106	3113	0	61	254	1222	67	1356	164	84	883	449	0	3425	136	0	1133	0	0	108	0	979	724	950	110	1084	798	952	2373	3516	1856	1144	2377	477	1419	350	556	1456	0	0	441	688	450
"C1_02120C_A"	"Ca22chr1A_C_albicans_SC5314"	442448	444235	"-"	1788	"C1_02120C_A"	"SHA3"	"%28orf19.3669%29%20Putative%20ser%2Fthr%20kinase%20involved%20in%20glucose%20transport%3B%20Tn%20mutation%20affects%20filamentous%20growth%3B%20fluconazole-induced%3B%20ketoconazole-repressed%3B%20induced%20in%20by%20alpha%20pheromone%20in%20SpiderM%3B%20possibly%20essential%3B%20flow%20model%20biofilm%20induced"	6252	10978	8941	0	5037	7007	4951	5519	5472	5619	5371	9210	4246	1	11166	5292	0	5157	0	0	9997	0	15080	5757	13367	9194	13220	5112	4797	10023	10628	14718	10000	10036	6528	4706	4080	7567	10038	0	0	7754	4694	4365
"C1_02130C_A"	"Ca22chr1A_C_albicans_SC5314"	449253	450800	"-"	1548	"C1_02130C_A"	"GAL1"	"%28orf19.3670%29%20Galactokinase%3B%20galactose%2C%20Mig1%2C%20Tup1%2C%20Hap43%20regulated%3B%20fluconazole%2C%20ketoconazole-induced%3B%20stationary%20phase%20enriched%20protein%3B%20GlcNAc-induced%20protein%3B%20farnesol%2C%20hypoxia-repressed%20in%20biofilm%3B%20rat%20catheter%20and%20Spider%20biofilm%20induced"	1898	1295	3356	0	765	2276	1737	1009	2883	1486	972	2700	2604	0	3827	1599	0	2662	0	0	1184	0	2837	1867	3017	1186	3139	1509	2662	3660	3852	3488	3330	3569	1764	1776	2235	2186	3524	0	0	1847	1814	2456
"C1_02140C_A"	"Ca22chr1A_C_albicans_SC5314"	451280	451624	"-"	345	"C1_02140C_A"	NA	"%28orf19.3671%29%20Dubious%20open%20reading%20frame"	1	0	1	0	0	3	0	0	2	3	1	2	0	0	0	0	0	2	0	0	2	0	3	1	0	1	0	5	0	1	1	1	4	5	1	1	1	1	2	0	0	0	0	0
"C1_02150W_A"	"Ca22chr1A_C_albicans_SC5314"	452164	454191	"+"	2028	"C1_02150W_A"	"GAL10"	"%28orf19.3672%29%20UDP-glucose%204-epimerase%3B%20galactose%20utilization%3B%20mutant%20has%20cell%20wall%20defects%20and%20increased%20filamentation%3B%20GlcNAc-%2C%20fluconazole-%20and%20ketoconazole-induced%3B%20stationary%20phase%20enriched%20protein%3B%20rat%20catheter%20and%20flow%20model%20biofilm%20induced"	2058	1092	1997	0	781	1987	1659	905	2433	1215	845	3013	2198	0	2335	1335	0	2350	0	0	1075	0	3690	2094	3452	1117	3640	1420	2257	2173	2501	2235	3548	2207	1717	1682	1932	1990	4192	0	0	1983	2004	2095
"C1_02160W_A"	"Ca22chr1A_C_albicans_SC5314"	454396	454902	"+"	507	"C1_02160W_A"	NA	"%28orf19.3673%29%20Ortholog%28s%29%20have%20Rab%20guanyl-nucleotide%20exchange%20factor%20activity%2C%20role%20in%20ER%20to%20Golgi%20vesicle-mediated%20transport%2C%20chromosome%20organization%20and%20TRAPPI%20protein%20complex%2C%20TRAPPII%20protein%20complex%2C%20TRAPPIII%20protein%20complex%20localization"	72	153	81	0	77	245	117	90	122	145	91	142	112	0	101	168	0	83	0	0	165	0	146	65	148	178	134	129	123	104	98	104	123	88	121	128	140	108	139	0	0	120	75	119
"C1_02170C_A"	"Ca22chr1A_C_albicans_SC5314"	454861	455823	"-"	963	"C1_02170C_A"	"GAL102"	"%28orf19.3674%29%20UDP-glucose%204%2C6-dehydratase%3B%20role%20in%20mannosylation%20of%20cell%20wall%20proteins%3B%20mutation%20confers%20hypersensitivity%20to%20toxic%20ergosterol%20analog%3B%20overlaps%20orf19.3673%3B%20Spider%20biofilm%20induced"	108	480	701	0	94	808	339	118	266	495	92	1059	224	0	775	480	0	242	0	0	468	0	1196	116	1053	433	1104	336	254	799	741	659	1070	809	318	306	224	419	1229	0	1	318	121	229
"C1_02180W_A"	"Ca22chr1A_C_albicans_SC5314"	456751	457911	"+"	1161	"C1_02180W_A"	"GAL7"	"%28orf19.3675%29%20Putative%20galactose-1-phoshphate%20uridyl%20transferase%3B%20downregulated%20by%20hypoxia%2C%20upregulated%20by%20ketoconazole%3B%20macrophage%2Fpseudohyphal-repressed"	613	1449	2588	0	435	1895	1167	457	1060	1312	375	3551	806	0	3149	1228	0	963	0	0	1320	0	3856	600	3288	1397	3676	1071	905	2649	2830	2949	3490	2478	1097	1142	723	1328	3846	0	0	1207	591	840
"C1_02190W_A"	"Ca22chr1A_C_albicans_SC5314"	458366	459304	"+"	939	"C1_02190W_A"	"ABP140"	"%28orf19.3676%29%20Ortholog%20of%20S.%20cerevisiae%20actin-binding%20protein%20Abp140%3B%20Hap43-induced%3B%20F-12%2FCO2%20early%20biofilm%20induced"	1260	582	824	0	1083	975	803	1146	671	686	1091	528	503	0	723	697	0	659	0	0	540	0	522	1174	526	542	556	866	550	528	758	580	523	479	553	756	620	620	506	0	0	587	1004	579
"C1_02200C_A"	"Ca22chr1A_C_albicans_SC5314"	459294	460130	"-"	837	"C1_02200C_A"	NA	"%28orf19.3677%29%20Ortholog%28s%29%20have%20Atg8%20ligase%20activity%2C%20enzyme%20activator%20activity%20and%20role%20in%20C-terminal%20protein%20lipidation%2C%20late%20nucleophagy%2C%20mitophagy%2C%20piecemeal%20microautophagy%20of%20the%20nucleus%2C%20protein%20localization%20by%20the%20Cvt%20pathway%2C%20reticulophagy"	137	389	196	0	114	522	204	138	193	329	144	298	193	0	225	326	0	185	0	0	388	0	439	100	378	362	381	157	193	345	211	310	288	295	278	207	236	249	304	0	0	257	131	230
"C1_02210W_A"	"Ca22chr1A_C_albicans_SC5314"	461070	462782	"+"	1713	"C1_02210W_A"	NA	"%28orf19.3678%29%20Ortholog%20of%20C.%20dubliniensis%20CD36%20%3A%20Cd36_02060%2C%20C.%20parapsilosis%20CDC317%20%3A%20CPAR2_106200%2C%20Candida%20tenuis%20NRRL%20Y-1498%20%3A%20CANTEDRAFT_96322%20and%20Debaryomyces%20hansenii%20CBS767%20%3A%20DEHA2C02310g"	828	1142	1485	0	709	1643	991	851	1078	996	809	1154	1064	0	1722	1125	0	861	0	0	1191	0	1258	859	1304	1135	1310	947	847	1907	1613	2071	1219	2017	1082	1012	989	1168	1241	0	0	1055	846	1144
