"Geneid"	"Chr"	"Start"	"End"	"Strand"	"Length"	"Name"	"Gene"	"Note"	"CEC3609_2_TR_24"	"CEC3609_3_TR_3"	"NI_3_TR_3"	"CEC3609_3_TR_6"	"CEC3672_3_TR_3"	"CEC3609_1_TR_6"	"NI_2_TR_3"	"CEC3672_2_TR_24"	"CEC3609_2_FP_6"	"CEC3609_1_FP_6"	"CEC3672_1_FP_24"	"CEC3609_2_FP_3"	"NI_2_TR_6"	"CEC3609_1_TR_24"	"CEC3672_1_TR_3"	"CEC3609_2_TR_6"	"NI_1_TR_24"	"CEC3672_1_TR_6"	"CEC3672_1_FP_3"	"CEC3672_3_TR_6"	"CEC3672_2_TR_3"	"CEC3609_3_FP_3"	"CEC3672_3_FP_3"	"CEC3609_2_TR_3"	"CEC3672_1_FP_6"	"NI_2_TR_24"	"CEC3672_2_FP_3"	"CEC3609_1_TR_3"	"CEC3672_2_FP_24"	"CEC3672_2_FP_6"	"CEC3609_2_FP_24"	"CEC3609_1_FP_3"	"CEC3609_1_FP_24"	"CEC3672_1_TR_24"	"CEC3672_3_TR_24"	"NI_1_TR_6"	"NI_1_TR_3"	"CEC3672_3_FP_24"	"CEC3609_3_FP_6"	"CEC3672_2_TR_6"	"CEC3609_3_FP_24"	"CEC3672_3_FP_6"	"CEC3609_3_TR_24"	"NI_3_TR_24"
"C2_06730W_A"	"Ca22chr2A_C_albicans_SC5314"	1379376	1380329	"+"	954	"C2_06730W_A"	"LSP1"	"%28orf19.3149%29%20Eisosome%20component%20with%20a%20predicted%20role%20in%20endocytosis%3B%20protein%20present%20in%20exponential%20and%20stationary%20growth%20phase%20yeast%20cultures%3B%20caspofungin%20repressed%3B%20biofilm%20induced%3B%20fungal-specific%20%28no%20human%2Fmurine%20homolog%29%3B%20sumoylation%20target"	4186	8259	0	4597	7236	4418	0	6187	5023	5180	3348	6589	0	4478	6597	4934	0	6935	6273	6469	7154	7132	5922	8065	5608	0	6687	8480	3078	5064	3784	6816	3232	3528	3807	0	1	2920	5088	6891	3435	5983	4897	0
"C2_06740W_A"	"Ca22chr2A_C_albicans_SC5314"	1383179	1385761	"+"	2583	"C2_06740W_A"	NA	"%28orf19.3148%29%20Protein%20of%20unknown%20function%3B%20possibly%20an%20essential%20gene%2C%20disruptants%20not%20obtained%20by%20UAU1%20method"	441	766	0	704	450	667	0	473	883	790	214	660	0	418	541	745	0	418	587	567	543	692	513	846	481	0	560	873	272	382	365	627	353	273	344	1	0	224	853	388	357	422	342	0
"C2_06750C_A"	"Ca22chr2A_C_albicans_SC5314"	1386153	1386893	"-"	741	"C2_06750C_A"	NA	"%28orf19.3147%29%20Ortholog%20of%20C.%20dubliniensis%20CD36%20%3A%20Cd36_21050%2C%20C.%20parapsilosis%20CDC317%20%3A%20CPAR2_104310%2C%20Candida%20tenuis%20NRRL%20Y-1498%20%3A%20CANTEDRAFT_104515%20and%20Debaryomyces%20hansenii%20CBS767%20%3A%20DEHA2F01650g"	309	283	0	462	334	462	0	605	550	393	404	262	0	273	354	412	0	479	371	546	398	302	338	237	451	0	403	286	405	455	390	215	428	381	389	0	0	403	427	481	376	503	296	0
"C2_06760C_A"	"Ca22chr2A_C_albicans_SC5314"	1387411	1388661	"-"	1251	"C2_06760C_A"	NA	"%28orf19.2227%29%20Protein%20of%20unknown%20function%3B%20flow%20model%20biofilm%20induced%3B%20nitric%20oxide-repressed"	135	96	0	137	103	118	0	303	146	174	128	133	0	107	75	144	0	97	174	87	107	143	136	104	114	0	144	133	102	112	78	128	83	170	205	0	0	119	149	84	100	90	112	0
"C2_06770W_A"	"Ca22chr2A_C_albicans_SC5314"	1389019	1390239	"+"	1221	"C2_06770W_A"	NA	"%28orf19.2228%29%20Ortholog%28s%29%20have%20actin%20filament%20binding%2C%20actin%20monomer%20binding%20activity"	261	399	0	320	355	326	0	633	402	389	330	380	0	276	439	368	0	537	510	426	488	429	445	323	446	0	549	431	340	467	226	308	253	374	363	0	0	290	381	450	217	515	306	0
"C2_06780C_A"	"Ca22chr2A_C_albicans_SC5314"	1390337	1391983	"-"	1647	"C2_06780C_A"	NA	"%28orf19.2229%29%20Ortholog%28s%29%20have%20ubiquitin-protein%20transferase%20activity%2C%20role%20in%20protein%20ubiquitination%2C%20response%20to%20ethanol%2C%20septin%20ring%20assembly%20and%20cytoplasm%2C%20nucleus%20localization"	303	314	0	462	445	422	0	633	553	454	482	277	0	337	384	477	0	437	339	457	423	287	344	323	482	0	349	339	424	433	308	287	299	444	404	0	0	415	435	453	386	463	359	0
"C2_06790W_A"	"Ca22chr2A_C_albicans_SC5314"	1392264	1392623	"+"	360	"C2_06790W_A"	NA	"%28orf19.2230%29%20Putative%20pre-mRNA-splicing%20factor%3B%20decreased%20transcription%20is%20observed%20upon%20benomyl%20treatment"	146	153	0	170	128	183	0	327	174	177	175	171	0	145	130	156	0	152	167	176	157	197	161	179	179	0	170	179	169	153	147	173	119	170	180	0	0	200	191	186	139	175	133	0
"C2_06800C_A"	"Ca22chr2A_C_albicans_SC5314"	1392696	1393475	"-"	780	"C2_06800C_A"	NA	"%28orf19.2231%29%20Protein%20of%20unknown%20function%3B%20Spider%20biofilm%20induced"	897	651	0	792	440	753	0	1493	809	781	966	447	0	870	472	795	0	766	505	694	526	564	493	640	798	0	502	691	886	682	1213	483	1048	948	952	0	0	903	788	716	1040	710	986	0
"C2_06810C_A"	"Ca22chr2A_C_albicans_SC5314"	1395463	1396380	"-"	918	"C2_06810C_A"	"RPL11"	"%28orf19.2232%29%20Ribosomal%20protein%3B%20repressed%20by%20phagocytosis%3B%20colony%20morphology-related%20gene%20regulation%20by%20Ssn6%3B%20Hap43-induced%3B%20Spider%20biofilm%20repressed"	4827	7542	0	6591	6677	6248	0	10975	5913	4840	6177	8287	0	4624	5925	6232	0	8275	6040	7830	6248	9302	5287	7713	6783	0	6582	8526	5388	6917	3921	8932	3525	6386	7110	0	0	5712	4906	8482	4101	7473	4697	0
"C2_06820C_A"	"Ca22chr2A_C_albicans_SC5314"	1396740	1397597	"-"	858	"C2_06820C_A"	"PRE2"	"%28orf19.2233%29%20Putative%20proteasome%20beta-5%20subunit%3B%20macrophage-induced%20protein"	1123	2060	0	1242	1710	1195	0	2274	1482	1531	1120	1627	0	1247	1679	1302	0	1839	1712	1699	1825	1910	1651	2114	1672	0	1706	2219	987	1547	982	1962	823	1337	1396	0	1	1057	1481	1868	873	1596	1451	0
"C2_06830C_A"	"Ca22chr2A_C_albicans_SC5314"	1398004	1401462	"-"	3459	"C2_06830C_A"	"FHL1"	"%28orf19.2236%29%20Fork-head%20transcription%20factor%3B%20forms%20a%20heterodimer%20with%20Ifh1%20that%20is%20tethered%20to%20promoters%20by%20Tbf1%3B%20positively%20regulates%20rRNA%20and%20ribosomal%20protein%20gene%20transcription"	901	1022	0	1233	655	1047	0	1355	998	893	914	906	0	765	638	1105	0	858	699	983	744	1081	668	1159	813	0	729	1133	932	745	853	1065	1231	777	896	0	0	905	944	878	1152	787	628	0
"C2_06840W_A"	"Ca22chr2A_C_albicans_SC5314"	1402344	1403921	"+"	1578	"C2_06840W_A"	"SPR1"	"%28orf19.2237%29%20Putative%20GPI-anchored%20protein%3B%20similar%20but%20not%20orthologous%20to%20S.%20cerevisiae%20Spr1%2C%20a%20sporulation-specific%20exo-1%2C3-beta-glucanase%3B%20mutant%20is%20viable"	3	2	0	3	0	2	0	2	7	7	1	1	0	1	2	8	0	1	0	5	2	1	3	1	2	0	3	1	8	4	4	6	2	3	4	0	0	6	5	1	4	5	1	0
"C2_06850W_A"	"Ca22chr2A_C_albicans_SC5314"	1404233	1404912	"+"	680	"C2_06850W_A"	NA	"%28orf19.2237.1%29%20Ortholog%20of%20Slx9%20required%20for%20pre-rRNA%20processing%3B%20associated%20with%2090S%20pre-ribosome%20and%2043S%20small%20ribosomal%20subunit%20precursor%2C%20interacts%20with%20U3%20snoRNA%20in%20S.%20cerevisiae%3B%20gene%20has%20intron%3B%20Spider%20biofilm%20induced"	712	722	0	972	575	921	0	1271	770	685	759	709	0	593	703	788	0	846	721	812	724	794	649	736	720	0	660	840	723	694	717	737	825	802	807	0	0	725	626	860	734	770	574	0
"C2_06860W_A"	"Ca22chr2A_C_albicans_SC5314"	1407205	1412160	"+"	4956	"C2_06860W_A"	"LTE1"	"%28orf19.2238%29%20Protein%20similar%20to%20GDP%2FGTP%20exchange%20factors%3B%20repressed%20by%20alpha%20pheromone%20in%20SpiderM%20medium%3B%20flow%20model%20biofilm%20repressed"	505	1101	0	785	759	729	0	722	649	653	357	1023	0	461	793	834	0	922	790	1103	927	1193	682	1085	670	0	823	1273	333	587	404	1032	400	403	516	0	0	282	625	913	342	767	455	0
"C2_06870C_A"	"Ca22chr2A_C_albicans_SC5314"	1412526	1413122	"-"	597	"C2_06870C_A"	"PST1"	"%28orf19.2241%29%20Flavodoxin-like%20protein%20involved%20in%20oxidative%20stress%20protection%20and%20virulence%3B%20putative%201%2C4-benzoquinone%20reductase%3B%20hyphal-induced%3B%20regulated%20by%20Cyr1%2C%20Ras1%2C%20Efg1%2C%20Nrg1%2C%20Rfg1%2C%20Tup1%3B%20Hap43-induced%3B%20Spider%20biofilm%20induced"	1966	1412	0	1801	8302	1620	0	3029	2390	2697	1170	717	0	2170	7236	1914	0	4849	6844	4132	8636	843	7341	1113	4322	0	7277	1167	1017	3748	1322	916	943	1880	2013	0	0	1096	2461	4581	1053	3895	2847	0
"C2_06880C_A"	"Ca22chr2A_C_albicans_SC5314"	1413826	1415223	"-"	1398	"C2_06880C_A"	"PRB1"	"%28orf19.2242%29%20Endoprotease%20B%3B%20regulated%20by%20heat%2C%20carbon%20source%20%28GlcNAc-induced%29%2C%20nitrogen%2C%20macrophage%20response%2C%20human%20neutrophils%3B%20similar%20to%20%28does%20not%20replace%29%20S.%20cerevisiae%20vacuolar%20B%20protease%20Prb1p%3B%20flow%20model%20biofilm%20induced%3B%20Spider%20biofilm%20induced"	6094	853	0	7626	4523	7256	0	7394	6002	6842	5541	323	0	5606	4083	7488	0	5673	2577	5188	4706	387	2808	754	3474	0	2877	745	5363	3287	6542	413	6958	4226	4397	0	0	5148	6702	5914	6685	3146	4862	0
"C2_06890C_A"	"Ca22chr2A_C_albicans_SC5314"	1415603	1416562	"-"	960	"C2_06890C_A"	NA	"%28orf19.2244%29%20Similar%20to%20oxidoreductases%20and%20to%20S.%20cerevisiae%20Yjr096wp%3B%20Sfu1%20repressed%3B%20induced%20by%20benomyl%20treatment%2C%20Ssr1%3B%20Hap43-repressed%3B%20flow%20model%20biofilm%20repressed"	41	48	0	41	19	47	0	56	46	35	17	39	0	166	26	40	0	45	39	39	34	57	38	36	30	0	34	58	22	31	46	51	34	90	36	0	0	17	43	29	30	25	106	0
"C2_06910W_A"	"Ca22chr2A_C_albicans_SC5314"	1417595	1418248	"+"	654	"C2_06910W_A"	"YPT72"	"%28orf19.2245%29%20Vacuolar%20Rab%20small%20monomeric%20GTPase%20involved%20in%20vacuolar%20biogenesis%3B%20involved%20in%20filamentous%20growth%20and%20virulence"	1097	1032	0	1260	1281	1252	0	1794	1149	1105	1242	949	0	1053	1150	1161	0	1359	937	1158	1268	1101	919	1033	1017	0	899	1108	1022	892	1101	976	1017	1068	1140	0	0	1058	1080	1205	1125	927	1203	1
"C2_06920C_A"	"Ca22chr2A_C_albicans_SC5314"	1418391	1419161	"-"	771	"C2_06920C_A"	NA	"%28orf19.2246%29%20Ortholog%20of%20S.%20cerevisiae%20%3A%20YPL199C%2C%20C.%20glabrata%20CBS138%20%3A%20CAGL0G09108g%2C%20C.%20dubliniensis%20CD36%20%3A%20Cd36_21210%2C%20C.%20parapsilosis%20CDC317%20%3A%20CPAR2_406880%20and%20Candida%20tenuis%20NRRL%20Y-1498%20%3A%20CANTEDRAFT_112208"	930	1551	0	1084	1413	1024	0	1774	956	943	1051	1463	0	1008	1267	1083	0	1259	1175	1297	1369	1617	1112	1714	1095	0	1185	1781	974	1096	946	1602	919	1154	1136	0	0	1018	879	1315	944	1075	1014	0
"C2_06930C_A"	"Ca22chr2A_C_albicans_SC5314"	1419414	1420940	"-"	1527	"C2_06930C_A"	NA	"%28orf19.2247%29%20Ortholog%20of%20C.%20parapsilosis%20CDC317%20%3A%20CPAR2_406700%2C%20C.%20dubliniensis%20CD36%20%3A%20Cd36_21220%2C%20Candida%20tenuis%20NRRL%20Y-1498%20%3A%20CANTEDRAFT_127772%20and%20Candida%20orthopsilosis%20Co%2090-125%20%3A%20CORT_0C06120"	24	73	0	38	37	27	0	21	30	34	9	115	0	32	34	17	0	32	27	26	31	127	28	75	36	0	38	91	15	21	24	124	21	13	22	0	0	12	35	43	22	34	17	0
"C2_06940C_A"	"Ca22chr2A_C_albicans_SC5314"	1422371	1424200	"-"	1830	"C2_06940C_A"	"ARE2"	"%28orf19.2248%29%20Acyl%20CoA%3Asterol%20acyltransferase%3B%20uses%20cholesterol%20and%20oleoyl-CoA%20substrates%3B%20protoberberine%20derivative%20drug%20inhibits%20enzyme%20activity%3B%20ketoconazole-induced%3B%20Hap43-repressed%3B%20flow%20model%20biofilm%20induced%3B%20Spider%20biofilm%20induced"	459	571	0	388	645	380	0	1405	445	447	745	543	0	548	640	440	0	701	791	755	704	615	794	548	675	0	755	597	655	695	453	549	404	862	929	0	0	717	445	702	469	691	572	0
"C2_06950C_A"	"Ca22chr2A_C_albicans_SC5314"	1426287	1427003	"-"	717	"C2_06950C_A"	NA	"%28orf19.2249%29%20Putative%20metalloprotease%20of%20the%20mitochondrial%20inner%20membrane%3B%20expression%20downregulated%20in%20an%20ssr1%20null%20mutant"	336	365	0	361	552	410	0	883	396	325	471	365	0	342	450	359	0	533	521	456	547	429	503	380	485	0	572	418	398	491	290	399	278	479	493	1	0	433	361	542	305	521	354	0
"C2_06960W_A"	"Ca22chr2A_C_albicans_SC5314"	1427773	1428666	"+"	894	"C2_06960W_A"	"SPE3"	"%28orf19.2250%29%20Putative%20spermidine%20synthase%3B%20predicted%20role%20in%20pantothenate%20and%20spermidine%20biosynthesis%3B%20Spider%20biofilm%20repressed"	1288	2007	0	1160	1107	1125	0	3475	785	960	1474	1793	0	1347	1018	1176	0	1433	1186	1301	966	2043	952	2036	1314	0	1097	2210	1302	1137	987	2051	974	2057	2215	0	0	1288	854	1398	1171	1302	1458	0
"C2_06970W_A"	"Ca22chr2A_C_albicans_SC5314"	1429227	1430270	"+"	1044	"C2_06970W_A"	"AAH1"	"%28orf19.2251%29%20Adenine%20deaminase%3B%20purine%20salvage%20and%20nitrogen%20catabolism%3B%20colony%20morphology-related%20regulation%20by%20Ssn6%3B%20Hog1%2C%20CO2-induced%3B%20chlamydospore%20formation%20repressed%20in%20C.%20albicans%20and%20C.%20dubliniensis%3B%20rat%20catheter%20and%20F-12%2FCO2%20biofilm%20induced"	488	1461	0	574	348	563	0	1267	504	413	571	1179	0	400	527	517	0	545	579	667	489	1254	434	1752	715	0	541	1914	612	669	392	1279	455	685	790	0	0	501	381	655	404	734	397	0
"C2_06980W_A"	"Ca22chr2A_C_albicans_SC5314"	1431599	1433137	"+"	1539	"C2_06980W_A"	NA	"%28orf19.2252%29%20Protein%20of%20unknown%20function%3B%20rat%20catheter%20biofilm%20repressed"	6	4	0	4	17	7	0	10	7	5	2	0	0	5	4	13	0	7	1	10	8	1	3	0	4	0	11	1	3	10	8	0	8	5	6	0	0	10	9	8	6	13	4	0
"C2_06990W_A"	"Ca22chr2A_C_albicans_SC5314"	1434464	1436020	"+"	1557	"C2_06990W_A"	NA	"%28orf19.2253%29%20Protein%20of%20unknown%20function%3B%20expression%20regulated%20by%20white-opaque%20switch%3B%20repressed%20by%20alpha%20pheromone%20in%20SpiderM%20medium%3B%20Spider%20biofilm%20induced"	181	113	0	164	196	176	0	284	157	183	206	76	0	154	175	191	0	230	204	209	260	98	196	99	229	0	235	134	174	217	140	83	143	199	179	0	0	181	171	245	176	207	140	0
"C2_07000W_A"	"Ca22chr2A_C_albicans_SC5314"	1436457	1437149	"+"	693	"C2_07000W_A"	NA	"%28orf19.2256%29%20Ortholog%20of%20S.%20cerevisiae%20%3A%20YCR051W%2C%20C.%20glabrata%20CBS138%20%3A%20CAGL0C03003g%2C%20C.%20dubliniensis%20CD36%20%3A%20Cd36_21290%2C%20C.%20parapsilosis%20CDC317%20%3A%20CPAR2_406670%20and%20Candida%20tenuis%20NRRL%20Y-1498%20%3A%20CANTEDRAFT_113636"	775	934	0	1016	743	952	0	1810	791	868	937	862	0	789	711	840	0	946	802	906	789	990	677	1073	902	0	788	1163	910	868	843	1031	866	1056	1041	0	0	939	723	1060	908	899	711	0
"C2_07010W_A"	"Ca22chr2A_C_albicans_SC5314"	1437380	1438551	"+"	1172	"C2_07010W_A"	NA	"%28orf19.2257%29%20Predicted%20ER%20protein%20involved%20in%20ER-nucleus%20signaling%3B%20Spider%20biofilm%20repressed"	1181	2707	0	1195	2199	1216	2	2924	1156	1163	1597	2547	0	1366	1856	1230	0	1838	2304	1677	2055	2876	2043	2704	1740	0	2264	3002	1309	1780	956	2768	972	1859	1947	0	0	1322	1178	1718	1024	1738	1447	0
"C2_07020C_A"	"Ca22chr2A_C_albicans_SC5314"	1438706	1439890	"-"	1185	"C2_07020C_A"	NA	"%28orf19.2258%29%20Ortholog%20of%20C.%20dubliniensis%20CD36%20%3A%20Cd36_21310%2C%20C.%20parapsilosis%20CDC317%20%3A%20CPAR2_406650%2C%20Candida%20tenuis%20NRRL%20Y-1498%20%3A%20CANTEDRAFT_130046%20and%20Debaryomyces%20hansenii%20CBS767%20%3A%20DEHA2F24134g"	235	190	0	279	291	204	0	574	276	259	356	151	0	248	230	272	0	375	258	332	264	219	257	211	280	0	243	234	344	300	264	240	292	328	392	0	0	389	272	347	308	278	197	0
"C2_07030C_A"	"Ca22chr2A_C_albicans_SC5314"	1440117	1440932	"-"	816	"C2_07030C_A"	NA	"%28orf19.2259%29%20Ortholog%28s%29%20have%20structural%20constituent%20of%20ribosome%20activity%20and%20mitochondrial%20large%20ribosomal%20subunit%20localization"	663	872	0	842	858	834	0	1148	869	835	636	815	0	723	800	930	0	810	871	777	892	967	776	991	783	0	860	971	609	755	587	933	573	696	756	0	0	572	815	849	506	785	687	0
"C2_07040W_A"	"Ca22chr2A_C_albicans_SC5314"	1441145	1442233	"+"	1089	"C2_07040W_A"	NA	"%28orf19.2260%29%20Putative%20transcription%20factor%20with%20zinc%20finger%20DNA-binding%20motif"	589	603	0	602	589	548	0	1181	501	532	648	644	0	575	545	523	0	758	626	756	610	708	541	738	646	0	613	765	657	642	558	699	600	677	738	0	0	580	500	837	581	666	433	0
"C2_07060W_A"	"Ca22chr2A_C_albicans_SC5314"	1442700	1443479	"+"	780	"C2_07060W_A"	NA	"%28orf19.2261%29%20Ortholog%28s%29%20have%20RNA%20binding%20activity%2C%20role%20in%20mRNA%20splicing%2C%20via%20spliceosome%20and%20U2%20snRNP%2C%20U2-type%20prespliceosome%20localization"	671	490	0	621	598	541	0	990	644	618	729	528	0	587	559	559	0	639	647	655	621	577	525	506	683	0	600	645	689	551	695	582	765	635	633	0	0	628	659	739	737	619	529	0
"C2_07070W_A"	"Ca22chr2A_C_albicans_SC5314"	1443720	1444874	"+"	1155	"C2_07070W_A"	NA	"%28orf19.2262%29%20Protein%20similar%20to%20quinone%20oxidoreductases%3B%20induced%20by%20benomyl%20treatment%2C%20nitric%20oxide%3B%20oxidative%20stress-induced%20via%20Cap1%3B%20stationary-phase%20enriched%20protein%3B%20Spider%20biofilm%20induced"	339	183	0	294	627	292	0	1063	341	471	565	118	0	407	479	290	0	601	483	494	522	150	520	168	549	0	438	190	510	543	320	138	347	605	637	0	0	557	489	606	334	498	387	0
"C2_07080C_A"	"Ca22chr2A_C_albicans_SC5314"	1444905	1445444	"-"	540	"C2_07080C_A"	NA	"%28orf19.2263%29%20Ortholog%20of%20C.%20dubliniensis%20CD36%20%3A%20Cd36_21360%2C%20C.%20parapsilosis%20CDC317%20%3A%20CPAR2_406560%2C%20Candida%20tenuis%20NRRL%20Y-1498%20%3A%20CANTEDRAFT_103408%20and%20Debaryomyces%20hansenii%20CBS767%20%3A%20DEHA2F24024g"	323	325	0	363	350	366	0	615	339	396	426	312	0	288	362	317	0	399	352	333	406	322	328	324	381	0	357	339	377	371	364	258	302	369	367	0	0	378	361	407	369	384	308	0
"C2_07090C_A"	"Ca22chr2A_C_albicans_SC5314"	1445733	1447313	"-"	1581	"C2_07090C_A"	"OLE2"	"%28orf19.2264%29%20Protein%20with%20similarity%20to%20fatty%20acid%20desaturase%20%28stearoyl-CoA%20desaturase%29%3B%20homozygous%20null%20mutant%20shows%20decreased%20production%20of%20prostaglandin%20E2"	1806	1351	0	1894	1378	1783	0	2629	1918	1910	1686	1120	0	1788	1386	1865	0	1707	1336	1720	1395	1347	1298	1489	1579	0	1311	1580	1731	1464	1907	1364	2277	1429	1646	0	0	1734	1872	1704	2175	1487	1597	0
"C2_07100W_A"	"Ca22chr2A_C_albicans_SC5314"	1447672	1449081	"+"	1410	"C2_07100W_A"	NA	"%28orf19.2265%29%20Ortholog%28s%29%20have%20DNA%20translocase%20activity%2C%20role%20in%20positive%20regulation%20of%20transcription%20from%20RNA%20polymerase%20II%20promoter%20in%20response%20to%20amino%20acid%20starvation%20and%20SWI%2FSNF%20complex%2C%20cytosol%20localization"	1209	1591	0	1615	1539	1408	0	2132	1627	1410	1378	1322	0	1167	1373	1466	0	1458	1429	1457	1527	1536	1490	1665	1396	0	1500	1702	1392	1294	1140	1481	1318	1286	1372	0	0	1266	1526	1475	1390	1427	932	0
"C2_07110C_A"	"Ca22chr2A_C_albicans_SC5314"	1449220	1451712	"-"	2493	"C2_07110C_A"	NA	"%28orf19.2266%29%20Ortholog%28s%29%20have%20ATPase%20activity%2C%20DNA%20binding%2C%20nucleosome%20binding%20activity%2C%20role%20in%20sister%20chromatid%20cohesion%20and%20Isw1a%20complex%20localization"	305	894	0	519	1148	490	0	1197	543	544	669	722	0	348	987	523	0	1088	1149	1203	1146	782	1078	874	963	0	1151	1006	576	997	235	790	272	664	773	0	0	598	507	1121	293	1051	274	0
"C2_07120W_A"	"Ca22chr2A_C_albicans_SC5314"	1452374	1453192	"+"	819	"C2_07120W_A"	"RFA2"	"%28orf19.2267%29%20Putative%20DNA%20replication%20factor%20A%3B%20RNA%20abundance%20regulated%20by%20cell%20cycle%2C%20tyrosol%20and%20cell%20density"	679	1286	0	883	1462	733	0	2454	960	1088	1044	1092	0	723	1467	891	0	1677	1775	1689	1690	1142	1617	1293	1712	0	1847	1397	973	1636	505	1200	511	1412	1651	0	0	1069	1049	1869	574	1736	707	0
"C2_07130C_A"	"Ca22chr2A_C_albicans_SC5314"	1453673	1455391	"-"	1719	"C2_07130C_A"	"RCK2"	"%28orf19.2268%29%20Predicted%20MAP%20kinase-activated%20protein%20kinase%2C%20similar%20to%20S.%20cerevisiae%20serine%2Fthreonine%20protein%20kinase%20Rck2p%3B%20induced%20by%20osmotic%20stress%20via%20Hog1p%3B%20macrophage%2Fpseudohyphal-repressed%3B%20mutants%20are%20sensitive%20to%20rapamycin"	2370	1868	0	2219	2153	1921	0	4257	2110	1967	2394	1480	0	2287	2170	2200	0	2376	2318	2639	2456	1643	2124	1799	2171	0	2355	1953	2422	2204	2150	1639	2407	2301	2676	0	0	2285	2005	2618	2395	2122	2109	0
"C2_07140W_A"	"Ca22chr2A_C_albicans_SC5314"	1457732	1458469	"+"	738	"C2_07140W_A"	NA	"%28orf19.2269%29%20Putative%203-phosphoserine%20phosphatase%3B%20induced%20by%20benomyl%20or%20in%20azole-resistant%20strain%20that%20overexpresses%20MDR1%3B%20early-stage%20flow%20model%20biofilm%20induced%3B%20Spider%20biofilm%20repressed"	520	1039	0	469	635	439	0	1235	470	488	707	930	0	524	521	440	0	534	708	392	589	1123	648	1027	669	0	741	1236	653	561	538	998	442	742	761	0	0	618	501	514	494	660	562	0
"C2_07160W_A"	"Ca22chr2A_C_albicans_SC5314"	1459884	1461638	"+"	1755	"C2_07160W_A"	"SMF12"	"%28orf19.2270%29%20Ortholog%20of%20S.%20cerevisiae%20Smf1%3B%20manganese%20transporter%3B%20Gcn4-regulated%3B%20Hap43%2C%20alkaline%20induced%3B%20caspofungin%20repressed%3B%20mutants%20are%20viable"	8490	3255	1	9889	5235	8736	0	14875	5703	5995	10111	1281	0	8511	4773	10650	0	7581	3753	6958	5592	1458	3321	2688	4720	0	3675	3043	9061	5267	7589	1448	6894	9102	9971	0	0	9459	6248	7447	6318	5334	9017	0
"C2_07170C_A"	"Ca22chr2A_C_albicans_SC5314"	1461999	1464395	"-"	2397	"C2_07170C_A"	"AFT2"	"%28orf19.2272%29%20Putative%20Aft%20domain%20transcription%20factor%3B%20role%20in%20regulation%20of%20iron%20metabolism%2C%20oxidative%20stress%2C%20adhesion%2C%20hyphal%20growth%2C%20colony%20morphology%2C%20virulence%3B%20complements%20S.%20cerevisiae%20aft1%20mutation%3B%20Spider%20biofilm%20induced"	786	701	0	1023	639	938	0	1106	964	939	948	591	0	698	632	1113	0	829	532	882	655	696	493	773	748	0	552	804	921	670	835	652	1028	624	786	0	0	910	946	855	899	727	586	0
"C2_07180W_A"	"Ca22chr2A_C_albicans_SC5314"	1466280	1467026	"+"	747	"C2_07180W_A"	NA	"%28orf19.2274%29%20Ortholog%20of%20C.%20dubliniensis%20CD36%20%3A%20Cd36_21450%2C%20Candida%20tropicalis%20MYA-3404%20%3A%20CTRG_01739%20and%20Candida%20albicans%20WO-1%20%3A%20CAWG_05814"	79	83	0	164	136	115	0	148	134	156	42	76	0	122	111	134	0	167	102	162	133	93	125	78	138	0	115	95	52	140	62	99	48	76	88	0	0	54	182	173	35	123	96	0
"C2_07190C_A"	"Ca22chr2A_C_albicans_SC5314"	1467249	1467773	"-"	525	"C2_07190C_A"	NA	"%28orf19.2275%29%20Putative%20mitochondrial%20ribosomal%20protein%3B%20predicted%20role%20in%20aerobic%20respiration%3B%20Spider%20biofilm%20repressed"	1069	1705	0	1393	1626	1359	0	2229	1244	1138	922	1498	0	1171	1503	1216	0	1444	1403	1470	1566	1687	1367	1760	1339	0	1508	1835	862	1192	750	1619	781	1168	1315	0	0	862	1194	1684	661	1427	1324	0
"C2_07200W_A"	"Ca22chr2A_C_albicans_SC5314"	1468331	1468669	"+"	339	"C2_07200W_A"	NA	"%28orf19.2276%29%20Ortholog%28s%29%20have%20DNA-directed%205%27-3%27%20RNA%20polymerase%20activity%2C%20RNA-directed%205%27-3%27%20RNA%20polymerase%20activity"	352	611	0	579	551	579	0	808	563	556	467	490	0	399	524	536	0	581	491	616	561	652	446	621	547	0	523	681	446	477	420	593	483	466	485	0	0	412	508	575	490	608	386	0
"C2_07210C_A"	"Ca22chr2A_C_albicans_SC5314"	1469096	1470337	"-"	1242	"C2_07210C_A"	"TPK2"	"%28orf19.2277%29%20cAMP-dependent%20protein%20kinase%20catalytic%20subunit%3B%20isoform%20of%20Tpk1%3B%20involved%20in%20regulation%20of%20filamentation%2C%20phenotypic%20switching%20and%20mating%3B%20needed%20for%20epithelial%20cell%20damage%2C%20engulfment%20and%20oral%20virulence%20in%20mice"	877	933	0	1383	2070	1270	0	2338	1731	1695	1306	654	0	909	1920	1395	0	1573	1918	1499	2163	846	1880	924	1603	0	2041	1017	1168	1700	927	782	1005	1431	1592	0	0	1278	1700	1555	1000	1611	910	0
